run_id,file_name,family,model,prompt,is_partial,n_news,n_rows,complete_36x_rows,json_errors,ensemble_op,ensemble_left,ensemble_right,threshold,threshold_value,scope,gold_pairs,pred_pairs,tp_pairs,fp_pairs_vs_scope,fn_pairs,mean_pred_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_precision,any_recall,any_f1,gold_news,pred_any_news,news_with_true_hit,true_hit_news_coverage,false_relevant_news,missed_all_scope_news
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.55__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.85,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.55,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.85,ensemble,,all,38,27,13,14,25,1.5,0.48148148148148145,0.34210526315789475,0.4,0.3943589743589743,0.3013227513227514,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.75__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.35,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.75,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.35,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.75__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.40,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.75,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.40,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.75__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.45,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.75,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.45,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.65__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.35,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.65,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.35,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.65__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.40,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.65,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.40,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.65__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.45,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.65,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.45,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.70__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.35,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.70,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.35,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.70__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.40,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.70,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.40,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.70__v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18_0.45,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.70,v4_social_signal_experiment_v4_prompt_think_false_compact_b1_ctx16k_pilot18@0.45,ensemble,,all,38,22,12,10,26,1.2222222222222223,0.5454545454545454,0.3157894736842105,0.4,0.37555555555555553,0.34021164021164024,0.9230769230769231,0.75,0.8275862068965517,16,13,9,0.5625,1,4
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_default,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@default,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.05,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.05,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.10,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.10,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.15,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.15,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.20,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.20,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.25,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.25,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.60__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.30,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.60,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.30,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_default,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@default,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.05,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.05,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.10,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.10,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.15,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.15,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.20,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.20,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.25,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.25,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.35__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.30,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.35,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.30,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_default,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@default,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.05,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.05,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.10,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.10,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.15,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.15,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.20,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.20,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.25,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.25,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.40__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.30,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.40,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.30,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_default,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@default,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.05,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.05,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.10,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.10,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.15,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.15,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.20,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.20,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.25,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.25,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.45__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.30,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.45,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.30,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_default,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@default,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.05,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.05,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.10,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.10,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.15,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.15,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.20,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.20,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.25,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.25,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.50__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.30,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.50,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.30,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.55__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_default,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.55,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@default,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
ensemble_OR__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.55__v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18_0.05,,pairwise_ensemble,mixed,mixed,False,18,,True,,OR,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.55,v4_social_signal_experiment_v4_prompt_think_false_b1_pilot18@0.05,ensemble,,all,38,28,13,15,25,1.5555555555555556,0.4642857142857143,0.34210526315789475,0.3939393939393939,0.3854700854700855,0.29735449735449737,0.8888888888888888,1.0,0.9411764705882353,16,18,9,0.5625,2,0
