dataset_row_id,title,true_factors,pred_factors,tp_factors,fp_factors,fn_factors,true_count,pred_count,sample_f1,sample_jaccard,needs_review
754,Ограничения сняты в аэропорту Тамбова,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
755,МосБиржа в марте 2026 года изменит время клиринга на срочном рынке,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
756,Греф заявил о прекращении роста безналичных платежей из-за налоговых новаций,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
758,ВС Таиланда пообещали не допустить эскалации на границе с Камбоджей,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
764,Литва пригрозила Белоруссии повторным закрытием границы,international_inflow,international_outflow,,international_outflow,international_inflow,1,1,0.0,0.0,True
765,РФ рассчитывает на расширение научно-технического сотрудничества с Индией в сфере АПК,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
767,Крупнейшая товарная биржа Индии столкнулась с самой продолжительной в своей истории приостановкой торгов,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
768,"Авария произошла на магистральной линии ""Ростелекома"" в Карелии",enterprises_count,international_outflow,,international_outflow,enterprises_count,1,1,0.0,0.0,True
769,"В ""СИБУРе"" ждут удачного момента для проведения IPO",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
770,В Новошахтинске при пожаре в торговом центре погибли как минимум два человека,mortality_rate,crime_count,,crime_count,mortality_rate,1,1,0.0,0.0,True
772,"Доля прибыльных хозяйств в растениеводстве и животноводстве в I квартале выросла до 79,4%",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
777,Трамп объявил о снятии блокады воздушного пространства Венесуэлы,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
778,Число сбитых на подлете к Москве БПЛА увеличилось до 19,crime_count,,,,crime_count,1,0,0.0,0.0,True
781,Начальные классы перевели на дистант из-за морозов в Воронеже,preschool_coverage,,,,preschool_coverage,1,0,0.0,0.0,True
783,Ставки по ипотеке в США слабо выросли впервые за четыре недели,primary_housing_price_index,consumer_price_index;real_income_index,,consumer_price_index;real_income_index,primary_housing_price_index,1,2,0.0,0.0,True
785,Goldman Sachs понизил прогноз S&P 500 на конец года до 6200 с 6500 пунктов,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
788,Временные ограничения сняты в аэропорту Котласа,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
791,"Самозапрет на кредиты оформили на ""Госуслугах"" 13,5 млн россиян",per_capita_income,consumer_price_index,,consumer_price_index,per_capita_income,1,1,0.0,0.0,True
797,Белоусов назвал главной угрозой Центральной Азии афганские радикальные группировки,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
801,"Сбербанк в ноябре нарастил корпоративные кредиты по РСБУ на 0,4%",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
804,Уолл-стрит закрылась в плюсе в пятницу,enterprises_count,consumer_price_index;unemployment_rate,,consumer_price_index;unemployment_rate,enterprises_count,1,2,0.0,0.0,True
806,В НАТО запросили от ФРГ 40 тыс. солдат для укрепления обороны альянса,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
810,"Банк Англии считает, что действия Трампа могут негативно повлиять на финстабильность в Британии",enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
811,"Минэнерго подало иск о приостановке корпправ у кипрского совладельца ""РН-Холдинга"" из перечня ЭЗО",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
813,Глава Минобрнауки отметил дефицит квалифицированных кадров в СМИ,unemployment_rate,qualified_doctors,,qualified_doctors,unemployment_rate,1,1,0.0,0.0,True
814,"Китайская Anta Sports покупает 29% акций Puma за 1,5 млрд евро",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
816,Временные ограничения в аэропорту Нижнего Новгорода сняты,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
817,"Директор Нацразведки США видит угрозу в сотрудничестве КНР, России, Ирана и КНДР",crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
819,"Трамп считает, что низкие цены на нефть побудят РФ пойти на перемирие на Украине",consumer_price_index,,,,consumer_price_index,1,0,0.0,0.0,True
820,В Брянской области реактивный снаряд повредил мост,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
823,Венгрия не намерена участвовать в инициативах ЕС по использованию российских активов,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
824,Правительство Литвы не планирует снова закрывать границу с Белоруссией,international_inflow,international_outflow,,international_outflow,international_inflow,1,1,0.0,0.0,True
825,"ЗАЭС потеряла внешнее электроснабжение из-за отключения линии ""Днепровская""",industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
827,"В России с 1 апреля на 4,5% проиндексируют размеры финансовой помощи пострадавшим в ЧС",per_capita_income,consumer_price_index,,consumer_price_index,per_capita_income,1,1,0.0,0.0,True
828,Минобороны РФ сообщило о поражении утром 6 БПЛА над Брянской и Курской областями,crime_count,,,,crime_count,1,0,0.0,0.0,True
830,"Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 0,9%",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
831,Землетрясение произошло в Краснодарском крае,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
833,Аэропорт Саратова приостановил работу,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
834,"Главы МИД стран ""евротройки"" призвали прекратить угрозы в адрес главы МАГАТЭ",crime_count,,,,crime_count,1,0,0.0,0.0,True
836,РФ может вновь продлить обязательную продажу части валютной выручки на год,enterprises_count,international_outflow,,international_outflow,enterprises_count,1,1,0.0,0.0,True
840,Застрявшие в Белоруссии фуры начали выезжать в Литву,industrial_production_index,international_outflow,,international_outflow,industrial_production_index,1,1,0.0,0.0,True
845,Фьючерс на Nasdaq подешевел на 3% вслед за акциями чипмейкеров,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
848,Фондовые индексы США завершили торги снижением,enterprises_count,secondary_housing_price_index;unemployment_rate,,secondary_housing_price_index;unemployment_rate,enterprises_count,1,2,0.0,0.0,True
850,"Котировки Brent стабилизировались около $63,4 за баррель",consumer_price_index,,,,consumer_price_index,1,0,0.0,0.0,True
853,В США цены производителей в апреле упали максимально за 5 лет,consumer_price_index,industrial_production_index,,industrial_production_index,consumer_price_index,1,1,0.0,0.0,True
857,"Российские военные применили в ДНР против ВСУ роботизированный комплекс ""Крот""",crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
861,Рынок акций РФ поднялся к 3020 п. по индексу МосБиржи после локальной коррекции,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
862,"Британские истребители присоединятся к операции НАТО ""Восточный страж"" в Польше",crime_count,,,,crime_count,1,0,0.0,0.0,True
869,США перебросили в Европу два бомбардировщика B-52H,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
873,"Трамп считает, что Иран ответственен за обострение на Ближнем Востоке",crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
882,"Пошлина на экспорт пшеницы из РФ с 25 июня снижается в 2,3 раза",industrial_production_index,consumer_price_index,,consumer_price_index,industrial_production_index,1,1,0.0,0.0,True
885,Пленум ЦК КПК: эффективный рынок с деятельным правительством и снятие ряда генералов с должностей,industrial_production_index,enterprises_count,,enterprises_count,industrial_production_index,1,1,0.0,0.0,True
887,В ЕС предложили создать фонд добровольной военной помощи Украине,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
888,Европейские рынки акций не показали единой динамики во вторник,enterprises_count,consumer_price_index;unemployment_rate,,consumer_price_index;unemployment_rate,enterprises_count,1,2,0.0,0.0,True
890,Количество пострадавших в ДТП в Тульской области увеличилось до 14,life_expectancy,hospitals,,hospitals,life_expectancy,1,1,0.0,0.0,True
893,"Суд изберет меру пресечения основателю и экс-директору холдинга ""Русагро""",crime_count,enterprises_count,,enterprises_count,crime_count,1,1,0.0,0.0,True
894,Калужский аэропорт временно не принимает самолеты,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
895,"Птицефабрика ""Окское"" в 2024 году увеличила чистую прибыль в 1,5 раза",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
910,Байден обвинил ХАМАС в препятствовании достижению соглашения по Газе,crime_count,,,,crime_count,1,0,0.0,0.0,True
911,Индекс Мосбиржи опустился ниже 2800п из-за геополитической неопределенности,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
916,Военные КНДР провели учения по запуску дальнобойных крылатых ракет,crime_count,,,,crime_count,1,0,0.0,0.0,True
919,Военные РФ сообщили об уничтожении за сутки 124 дронов ВСУ,crime_count,,,,crime_count,1,0,0.0,0.0,True
920,В Екатеринбурге из-за сошедшего с рельсов трамвая образовался затор,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
922,"Минобороны России сообщило, что за сутки сбиты 370 дронов ВСУ",crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
925,Банк России сохранил прогноз роста ВВП в 2025 году в интервале 1-2%,industrial_production_index,consumer_price_index;unemployment_rate,,consumer_price_index;unemployment_rate,industrial_production_index,1,2,0.0,0.0,True
926,"Префы ""Татнефти"" подорожали на 4,3% на новости о рекомендации по дивидендам",enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
932,Минобороны РФ сообщило о взятии под контроль 24 зданий в Димитрове,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
934,"Курс биткойна достиг нового рекорда, превысив $118 тысяч",enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
938,Премьер Польши назвал задачей НАТО противостояние России,crime_count,,,,crime_count,1,0,0.0,0.0,True
940,РСПП пока не ознакомлен с позицией правительства по деприватизации,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
941,Несколько украинских БПЛА уничтожены в Воронежской области,crime_count,air_pollution,,air_pollution,crime_count,1,1,0.0,0.0,True
945,Уолл-стрит упала на новых ИИ-опасениях,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
950,Режим беспилотной опасности объявили в Челябинской области,crime_count,,,,crime_count,1,0,0.0,0.0,True
956,Десятилетний максимум по числу магнитных бурь побит в 2025 году,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
958,"Аэропорты Внуково, Домодедово и Жуковский приостановили работу",industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
959,"Журналистка ""Дождя"" Монгайт стала фигурантом дела о фейках о ВС РФ",crime_count,,,,crime_count,1,0,0.0,0.0,True
961,"Землетрясение магнитудой 5,9 произошло в Чили у границы с Аргентиной",life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
962,Акционеры МТС-банка утвердили дивиденды за 2024 год,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
964,Герасимов проинформировал Путина об освобождении 24 курских населенных пунктов,crime_count,,,,crime_count,1,0,0.0,0.0,True
966,Сводный индекс Stoxx Europe 600 обновил исторический максимум,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
967,Аэропорт Волгограда вернулся к штатной работе,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
970,Количество задержанных поездов в Крым и обратно сократилось до четырех,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
974,"Четыре землетрясения магнитудой до 4,2 произошли у берегов Камчатки за сутки",life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
977,Иран ввел запрет на полеты на небольшой высоте над территорией страны,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
980,Рынок акций РФ поднялся до 2685п по индексу МосБиржи на геополитических надеждах,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
981,Число жертв землетрясения в Мьянме превысило 3 тыс. человек,mortality_rate,,,,mortality_rate,1,0,0.0,0.0,True
982,Калужский аэропорт вновь закрыт для полетов,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
983,Аналитики Piper Sandler прогнозируют рост котировок Nvidia еще на 20%,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
987,МИД Израиля подверг критике Лондон за санкции против двух министров,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
988,ВСУ к концу месяца могут получить ракеты большой дальности по германо-украинскому проекту,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
990,"""ФосАгро"" во II квартале увеличила скорректированную EBITDA на 28% до 50 млрд руб.",enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
995,США облегчили компаниям условия поставки ПО для производства чипов в Китай,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
996,Минобороны РФ сообщило о поражении девяти беспилотников ВСУ,crime_count,,,,crime_count,1,0,0.0,0.0,True
1000,Путин проводит совещание по развитию обстановки в зоне СВО,crime_count,,,,crime_count,1,0,0.0,0.0,True
2,Мозамбик пригласил российские компании добывать газ в стране,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
5,Шторм в Великобритании и Ирландии привел к сбоям в работе транспортной системы,,international_outflow,,international_outflow,,0,1,0.0,0.0,True
6,Консерватор Каст одержал победу на выборах президента Чили,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
8,"Скидки на нефть Urals и ESPO в мае упали на $0,6-1 за баррель к апрелю",,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
11,Очереди из более чем 4 тысяч машин образовались перед Крымским мостом,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
18,Морской пассажирский транспорт возобновил работу в Севастополе,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
19,ЕГЭ по истории в ближайшие два года не планируют делать обязательным для поступления в вузы,,marriage_rate,,marriage_rate,,0,1,0.0,0.0,True
20,"Ограничения сняты в аэропортах Казани, Нижнекамска, Оренбурга, Перми и Ижевска",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
27,Морской пассажирский транспорт приостановил работу в Севастополе,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
28,Судебные власти Франции разрешили Дурову на время переехать в Дубай,,international_outflow,,international_outflow,,0,1,0.0,0.0,True
37,Песков отметил замедление в процессе нормализации отношений РФ и США,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
38,Рынок акций РФ в четверг сбавил темпы снижения благодаря заявлениям Путина,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
41,Россия и Китай проведут в начале августа военные учения в Японском море,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
45,"Уолтц уверен, что Зеленский скоро подпишет соглашение по редкоземельным металлам",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
51,"Трамп пригрозил принять меры против Делси Родригес, если она не будет сотрудничать",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
62,"Оверчук заявил, что открытие рынка Армении с ЕС будет означать его закрытие с ЕАЭС",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
66,Лукашенко обвинил Польшу в срыве обмена задержанными по обвинению в шпионаже,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
68,Больше тысячи машин скопилось в очереди на досмотр перед Крымским мостом со стороны Керчи,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
74,Дмитриев анонсировал новые российско-американские контакты на следующей неделе,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
76,Уиткофф и Кушнер в субботу отправятся в Израиль на встречу с Нетаньяху,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
80,Президент Сирии аш-Шараа прибыл в Россию,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
87,Американские эксперты сообщили об усилении защиты подземного объекта в Натанзе,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
96,Сложная погода прогнозируется в регионах Дальнего Востока,,air_pollution,,air_pollution,,0,1,0.0,0.0,True
100,"Под британские санкции попало ООО ""Росатом Аддитивные технологии""",,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
101,Совет Федерации одобрил закон о параметрах размещения рекламы в космосе,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
103,Военно-Грузинскую дорогу открыли для всех видов транспорта,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
106,"Кремль отметил, что рассматривает Стамбул как место для продолжения переговоров с Киевом",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
108,В Кремле оценивают возможную продолжительность саммита РФ-США в 6-7 часов,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
110,Конституционный суд Болгарии утвердил отставку президента страны,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
112,Трамп заявил об успехах своей экономической политики,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
113,Очередь на Крымский мост со стороны Тамани выросла до 757 машин,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
115,Лавров 17 июня встретится в Москве с главой МИД Индонезии,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
116,Лавров едет с визитом в Узбекистан,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
120,"Каллас предложила меры против танкеров, перевозящих нефть РФ, вне санкционных пакетов",,air_pollution,,air_pollution,,0,1,0.0,0.0,True
122,Радиационная нагрузка на спутники увеличилась после солнечной вспышки высшего класса,,air_pollution,,air_pollution,,0,1,0.0,0.0,True
124,Аэропорт Внуково вернулся к штатной работе,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
126,Запуск ракеты Atlas V с первой группой интернет-спутников Amazon отменен из-за непогоды,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
128,"Аэропорты Волгограда, Геленджика и Краснодара возобновили работу",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
130,Авиакомпания Qantas запустит 19-часовые беспосадочные рейсы в 2027 году,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
132,"Акции ""М.Видео"" заметно дорожают второй день подряд на слухах о продаже торговой сети",,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
134,"Рынок акций РФ просел к 3220 пунктам по индексу МосБиржи во главе с ""ВК""",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
137,Частные пилоты просят отложить создание отдельного воздушного пространства для дронов,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
143,ЦБ РФ хочет собирать с банков данные о числе клиентов для целей формирования списка СЗКО,,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
153,Минпромторгу и Минцифры поручено проработать применение криптоалгоритмов для сетей 5G,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
156,Британский регулятор отметил слабость конкуренции в облачных сервисах из-за Microsoft и Amazon,,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
167,Авиация НАТО проводит в Эстонии учения на малой высоте,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
169,В КНР предупредили об ответственности за следование мерам США против китайских чипов,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
172,Тигров не осталось в Ленинградском зоопарке,,mortality_rate,,mortality_rate,,0,1,0.0,0.0,True
183,Аэропорт Волгограда возобновил работу,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
187,"Запрет на импорт в ЕС очищенных нефтепродуктов из нефти РФ не коснется США, Британии, Канады и Норвегии",,international_outflow,,international_outflow,,0,1,0.0,0.0,True
188,General Motors запускает обратный выкуп акций на $6 млрд,,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
189,Главы МИД России и Турции подтвердили обоюдный настрой на дальнейшую координацию,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
208,"Лавров заявил, что видит Стамбул площадкой для второго раунда переговоров РФ и Украины",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
209,"Рынок акций открылся в основную сессию снижением индексов МосБиржи и РТС на 0,1%",,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
210,"Что произошло за день: пятница, 28 марта",,crime_count,,crime_count,,0,1,0.0,0.0,True
222,Авиарейсы задерживаются в аэропорту Хабаровска из-за последствий циклона,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
233,Инвесткомпания Permira собралась продать Neuraxpharm за 3-4 млрд евро,,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
239,Из Конституционного суда Грузии отозван иск об отмене закона об иноагентах,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
258,Движение всех видов транспорта приостановлено на Военно-Грузинской дороге,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
263,Аэропорт Волгограда временно не обслуживает рейсы,,air_pollution,,air_pollution,,0,1,0.0,0.0,True
279,Штрафы для иноагентов за неправильную маркировку одобрены к первому чтению,,crime_count,,crime_count,,0,1,0.0,0.0,True
288,Поток автомобилей по Крымскому мосту вырос в 2025 году более чем на 20%,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
295,Эстония готова сдавать в аренду свои тюрьмы Швеции и Нидерландам,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
298,Падение S&P 500 на 10% с возвращения Трампа показало худший старт президентства с 2001 г.,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
301,"Рынок акций РФ открылся в утреннюю сессию снижением индекса IMOEX2 на 1,1%",,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
313,"Доходность размещения ФНБ в валюте и золоте в 2024 году составила 0,21%",,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
319,Задержка движения поездов в Приамурье из-за схода вагона превысила девять часов,,internal_departures,,internal_departures,,0,1,0.0,0.0,True
322,"Что случилось этой ночью: воскресенье, 14 сентября",,crime_count,,crime_count,,0,1,0.0,0.0,True
340,Высшая квалификационная коллегия судей прекратила полномочия судьи Момотова,,crime_count,,crime_count,,0,1,0.0,0.0,True
342,Глава ФРБ Атланты ждет лишь одного снижения ставки ФРС в этом году,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
345,"Рынок акций РФ открылся в утреннюю сессию снижением индекса IMOEX2 на 0,2%",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
346,"Что произошло за день: вторник, 18 февраля",,international_inflow;international_outflow,,international_inflow;international_outflow,,0,2,0.0,0.0,True
349,"США, Европа и Украина планируют выстроить общую позицию на переговорах с Путиным",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
356,Рынок акций открылся в основную сессию снижением индексов МосБиржи и РТС на 1%,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
357,Китай вывел на орбиту группу исследовательских спутников,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
358,Путин встретится с главой Сбербанка,,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
362,"Рынок акций РФ открылся в утреннюю сессию снижением индекса IMOEX2 на 0,9%",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
365,"Назначен новый гендиректор новосибирского аэропорта ""Толмачево""",,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
368,"В ""Союзмультфильме"" заявили, что соглашение с американской компанией о Чебурашке давно истекло",,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
373,"Минобрнауки сообщило, что от 15% до 40% студентов не завершают обучение в вузах",,unemployment_rate,,unemployment_rate,,0,1,0.0,0.0,True
380,Рынок акций РФ в среду упал ниже 2700п по индексу МосБиржи на опасениях новых санкций,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
387,"WSJ узнала, что в США могут обязать банки собирать данные о гражданстве клиентов",,international_inflow,,international_inflow,,0,1,0.0,0.0,True
391,Путин примет участие в саммите ОДКБ в Бишкеке,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
400,Запуск проверки наличия полисов ОСАГО через камеры могут отложить на 4 месяца,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
402,Температура на юге европейской части России понизится,,air_pollution,,air_pollution,,0,1,0.0,0.0,True
408,ЦБ РФ продлил еще на полгода ограничения на перевод средств за рубеж,,international_outflow,,international_outflow,,0,1,0.0,0.0,True
432,Крикалев выразил надежду на дальнейшее сотрудничество с США по космосу,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
440,Уолл-стрит закрылась практически без изменений в ожидании выступления Пауэлла,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
447,Трамп попросил президента Израиля помиловать премьера Нетаньяху,,crime_count,,crime_count,,0,1,0.0,0.0,True
450,Каллас поедет в США с идеей участия Киева и ЕС в мирных переговорах по Украине,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
452,"Работа сайтов Coinbase, Signal, McDonald's и Disney нарушена из-за сбоя у AWS",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
454,Аэропорт Ярославля временно не обслуживает рейсы,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
456,"В Goldman Sachs считают, что цена золота может подскочить до $5 тыс. из-за ситуации с ФРС",,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
468,Аэропорт Калуги возобновил работу,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
471,Аэропорт Волгограда возобновил работу,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
482,Военные США задержали в Индийском океане танкер,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
486,Аэропорт Самары возобновил прием и выпуск рейсов,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
488,Путин потребовал исключить чрезмерный набор платных студентов на ненужные специальности,,enterprises_count,,enterprises_count,,0,1,0.0,0.0,True
490,Дума приняла в I чтении проект об информировании призывниками о переезде в течение всего года,,international_outflow,,international_outflow,,0,1,0.0,0.0,True
503,Путин и Трамп провели телефонный разговор,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
504,В аэропорту Нижнего Новгорода отменили ограничения,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
506,ЦБ 2 сентября проведет пресс-конференцию Заботкина по проекту основных направлений ДКП,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
508,В Кремле в понедельник ждут доклада Дмитриева Путину о результатах переговоров в Майами,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
509,Уолл-стрит начала декабрь со снижения,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
515,Перенос на 2028 год валютных расчетов через казначейство одобрен в I чтении,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
521,"""Мосбиржа"" приостановила торги на срочном рынке",,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
523,Лидеры БРИКС выступили за территориальную целостность Сирии,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
542,Минфин РФ 19 февраля проведет аукционы по размещению ОФЗ 26245 и 26247,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
543,"Аэропорт ""Домодедово"" возобновил работу",,crime_count,,crime_count,,0,1,0.0,0.0,True
544,В Москве отреставрируют фасады Пречистенской аптеки XVIII века,,housing_area_per_capita,,housing_area_per_capita,,0,1,0.0,0.0,True
546,Лавров проинформировал Минск об итогах консультаций с США в Саудовской Аравии,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
