dataset_row_id,title,section,gold_direct,gold_context,gold_weak,pred,missed_direct,missed_context,missed_weak,extra_pred,n_missed,n_extra,full_text
613,Выборы в Госдуму в 2026 году будут проходить по новой схеме одномандатных округов,В России,,enterprises_count,,enterprises_count;internal_arrivals;population_size,,,,internal_arrivals;population_size,0,2,"Москва. 25 апреля. INTERFAX.RU - Выборы в Госдуму в 2026 году будут проходить по новой схеме одномандатных округов, которую Центризбирком России подготовил и рассматривает на заседании 25 апреля, сообщил замглавы комиссии Николай Булаев.  По его словам, ""схему округов разрабатывает ЦИК России и представляет на рассмотрение в Госдуму не позднее чем за 80 дней до дня истечения срока, на который была утверждена прежняя схема"".  ""Прежняя схема была утверждена в 2015 году. Срок действия текущей редакции федерального закона - 10 лет, эти 10 лет истекают, и мы обязаны принять новую нарезку одномандатных округов и представить ее на рассмотрение в Госдуму"", - добавил Булаев.  В соответствии с новой схемой нарезки в ДНР образуется три округа, в ЛНР - два округа, Запорожская и Херсонская области - по одному округу. Таким образом, новые регионы получили в общей сложности семь округов.  Увеличение на"
667,"Путин заявил, что цена газа для поставок по ""Силе Сибири 2"" рассчитывается по той же формуле, как и при поставках в Европу",Экономика,,consumer_price_index;industrial_production_index,,consumer_price_index;enterprises_count;industrial_production_index,,,,enterprises_count,0,1,"Москва. 5 сентября. INTERFAX.RU - Цена поставок газа по новому газопроводу ""Сила Сибири 2"" рассчитывается по такой же формуле, как при поставках газа в Европу, заявил президент РФ Владимир Путин в ходе пленарного заседания ВЭФ.  При этом он подчеркнул, что цены носят рыночный характер. И они ""рассчитываются по фактически такой же формуле, как и рассчитывались при поставках в Европу"".  ""Формула одна и та же. Но составляющие этой формулы, цены на различные продукты, из которых и складывается цена на газ, они просто разные в разных регионах мира. В Европе это одни цены, в Азии другие. А формула определения цены одна и та же. Она абсолютно рыночная"", - заявил Путин.  Президент заметил, что ""это были долгие переговоры"", но участники экономической деятельности прекрасно понимают, что это непростой процесс. ""Но все стремятся к достижению результата, в котором заинтересованы обе договаривающиеся"
714,Путин назвал бредом сообщения о планах России напасть на Европу,В России,,consumer_price_index,,crime_count,,consumer_price_index,,crime_count,1,1,"Москва. 19 июня. INTERFAX.RU - Президент РФ Владимир Путин назвал ложью и бредом сообщения, в которых утверждается, что Россия планирует напасть на страны Европы и НАТО.  ""Вот эта легенда о том, что Россия собирается нападать на Европу, на страны НАТО, это вот та самая невероятная ложь, в которую пытаются заставить поверить население западно-европейских стран"", - сказал Путин на встрече с руководителями мировых информационных агентств.  ""Но это же, мы понимаем, что это бред"", - добавил российский президент."
727,"Орбан посоветовал ЕС вкладывать деньги в свою экономику, а не тратить на Украину",В мире,,living_wage,per_capita_income;real_income_index;consumer_price_index,consumer_price_index;enterprises_count;industrial_production_index;real_income_index,,living_wage,per_capita_income,enterprises_count;industrial_production_index,2,2,"Москва. 12 февраля. INTERFAX.RU - Премьер-министр Венгрии Виктор Орбан считает, что, если Евросоюз хочет укрепить свою экономику, то блок должен перестать отправлять финансовую помощь Украине. Как пишет Guardian, он сказал это журналистам перед неформальной встречей лидеров ЕС в Бельгии.  ""Не отправляйте свои деньги кому-то еще, если они нужны вам для обеспечения вашей конкурентоспособности, так что не отправляйте деньги Украине"", - сказал Орбан.  По его словам, ЕС не должен делать этого, если серьезно настроен повышать уровень своей экономики.  В январе Орбан уже заявлял, что Венгрия не собирается предоставлять финансовую поддержку Украине. Он подчеркнул, что Будапешт не поддерживает план ЕС выделить кредит для передачи денег Киеву."
755,МосБиржа в марте 2026 года изменит время клиринга на срочном рынке,Экономика,,enterprises_count,,consumer_price_index;enterprises_count;industrial_production_index,,,,consumer_price_index;industrial_production_index,0,2,"Москва. 5 ноября. INTERFAX.RU - Московская биржа c 23 марта 2026 года переведет срочный рынок на единую торговую сессию, скорректировав время клиринга, говорится в сообщении площадки.  Изменения предполагают, что вечерний клиринг будет разбит на две части: переоценка позиций проводится с 23:50 до 00:30 по московскому времени, исполнение требований и обновление фактических остатков в 20:00 следующего дня.  Сейчас биржа проводит промежуточный клиринг с 14:00 до 14:05, основной - с 18:50 до 19:05.  Торги на срочном рынке, как и сейчас, будут проводиться с 8:50 до 23:50. При этом вечерняя сессия (с 19:00 до 23:50) станет частью текущего торгового дня, ранее она относилась к следующему дню.  ""Новый формат торгового расписания станет более логичным и удобным для совершения операций как профессиональными участниками рынка, так и частными инвесторами: торговый день и календарный день будут синхр"
774,"Котировки Brent замедлили рост до $81,34 за баррель",Экономика,crime_count,consumer_price_index;industrial_production_index;enterprises_count,,consumer_price_index;crime_count;enterprises_count;industrial_production_index;international_inflow;international_outflow;life_expectancy;real_income_index,,,,international_inflow;international_outflow;life_expectancy;real_income_index,0,4,"Москва. 17 января. INTERFAX.RU - Котировки нефти замедлили рост днем в пятницу.  К 14:37 по Москве мартовские фьючерсы на Brent дорожали на лондонской бирже ICE Futures на $0,05 (0,06%) - до $81,34 за баррель. Февральские фьючерсы на WTI к этому моменту дорожали на бирже NYMEX на $0,29 (0,37%) - до $78,97 за баррель.  Поддержку котировкам продолжают оказывать опасения в отношении последствий американских санкций против российской энергетической отрасли, снижение нефтяных запасов в США и рост спроса на топливо в зимний период, пишет Trading Economics.  Кроме того, спрос на энергоносители может улучшиться благодаря подъему экономической активности в случае снижения процентных ставок Федеральной резервной системы. Рынок на 86,7% уверен, что в этом году американский центробанк снизит их минимум на 25 базисных пунктов, и полностью исключает их повышение, по данным CME FedWatch.  Рост цен на н"
829,Медсправки для водителей останутся в прежнем формате до 2027 года,В России,,life_expectancy;hospitals;outpatient_clinics,,hospitals;qualified_doctors,,life_expectancy;outpatient_clinics,,qualified_doctors,2,1,"Москва. 31 июля. INTERFAX.RU - Минздрав опроверг информацию о переводе медицинской справки для водителей в электронный формат до марта 2027 года.  ""Никаких изменений в процесс медосвидетельствования или форму справки с 1 августа внесено не будет"", - сообщил помощник министра здравоохранения Алексей Кузнецов в четверг.  Изменения в порядок организации медицинского освидетельствования водителей, в том числе изменение формы медицинского заключения, вступят в силу с 1 марта 2027 года.  ""К этому времени заинтересованными органами власти будут приняты все необходимые подзаконные акты, подготовлены подробные разъяснения"", - уточнил Кузнецов.  Ранее в ряде СМИ появилась информация о том, что с 1 августа водители должны будут получать медсправки в электронном формате."
850,"Котировки Brent стабилизировались около $63,4 за баррель",Экономика,,consumer_price_index;industrial_production_index;enterprises_count,,consumer_price_index;enterprises_count;industrial_production_index;real_income_index,,,,real_income_index,0,1,"Москва. 11 апреля. INTERFAX.RU - Цены на нефть в пятницу стабилизировались около уровня закрытия предыдущей сессии, но завершают снижением вторую неделю подряд на фоне эскалации торговой войны США и Китая.  К 14:10 по Москве июньские фьючерсы на Brent дорожали на лондонской бирже ICE Futures на $0,05 (0,08%) до $63,38 за баррель. Майские фьючерсы на WTI к этому времени дорожали на бирже NYMEX на $0,03 (0,05%), до $60,1 за баррель.  С начала этой недели цены на нефть снизились примерно на 3%, за предыдущую неделю обе марки подешевели почти на 11%.  В пятницу цена Brent поднималась до $64,37 за баррель, WTI - до $61,09 за баррель, однако котировки развернулись вниз на новости о повышении Китаем пошлин для американских товаров.  Пекин увеличил пошлины для США до 125% с 84% в качестве ответной меры на объявленные ранее Вашингтоном шаги. Новые тарифы начнут действовать с 12 апреля, сообщило м"
868,"Режим ЧС введен на месте пожара в Каменске-Шахтинском, где сгорели дома",В России,,life_expectancy;per_capita_income;housing_area_per_capita,,consumer_price_index;crime_count;housing_area_per_capita;internal_departures;mortality_rate,,life_expectancy;per_capita_income,,consumer_price_index;crime_count;internal_departures;mortality_rate,2,4,"Москва. 17 сентября. INTERFAX.RU - Локальный режим ЧС введен в городе Каменск-Шахтинский Ростовской области на пострадавшей от пожара территории, сообщил губернатор региона Юрий Слюсарь в своем телеграм-канале.  ""Серьезный пожар разгорелся около полудня. К сожалению, огонь не пощадил жилые дома, пострадали 13 домовладений, из них шесть жилых, причем четыре дома сгорели дотла. Муниципалитет ввел режим ЧС на пострадавшей территории. Это позволит оперативно организовать выплаты и поддержку тем, кто остался без крова"", - написал Слюсарь.  Он отмечает, что причины пожара выяснят правоохранительные органы. В том числе, проверят версию о неосторожном обращении с огнем.  В городе Каменске-Шахтинском произошло возгорание сухой растительности, огонь перешел на частные жилые дома и хозпостройки. Огнем было уничтожено пять частных домов и семь хозпостроек. На базе одной из школ развернут пункт време"
892,"Премьер Эстонии заявил, что НАТО увеличит свое присутствие в Балтийском море",В мире,,crime_count,life_expectancy;consumer_price_index;industrial_production_index,crime_count;enterprises_count;industrial_production_index;mortality_rate,,,consumer_price_index;life_expectancy,enterprises_count;mortality_rate,2,2,"Москва. 2 января. INTERFAX.RU - НАТО в связи с последними событиями, связанными с повреждениями подводной критически важной инфраструктуры в Балтийском море, увеличит свое присутствие в его акватории, заявил премьер-министр Эстонии Кристен Михал.  ""Точные шаги не будут обнародованы, пока они не будут предприняты"", - сказал он на пресс-конференции в четверг в Таллине.  Михал выразил удовлетворение действиями Финляндии, задержавшей зарегистрированный на Островах Кука танкер Eagle S, который подозревается в повреждении эстонско-финского электрокабеля EstLink 2 и, по данным финской таможни, принадлежит российскому ""теневому флоту"".  ""Это очень принципиальный шаг"", - подчеркнул премьер Эстонии, добавив, что ""так же, как финны, должны вести себя и другие страны"". ""Власти Эстонии также готовы к таким действиям"", - сказал он.  25 декабря эстонский оператор сетей электро- и газоснабжения Elering "
897,"Подведена дорога к севшему на мель танкеру ""Волгонефть 239"" в Керченском проливе",В России,,life_expectancy;consumer_price_index;industrial_production_index;air_pollution;wastewater_discharge,,air_pollution;consumer_price_index;enterprises_count;housing_area_per_capita;industrial_production_index;internal_departures;mortality_rate,,life_expectancy;wastewater_discharge,,enterprises_count;housing_area_per_capita;internal_departures;mortality_rate,2,4,"Москва. 14 января. INTERFAX.RU - Глава МЧС РФ Александр Куренков сообщил, что специалисты за сутки построили подъездную техническую дорогу к кормовой части севшего на мель танкера ""Волгонефть 239"" в акватории Керченского пролива.  ""Была поставлена задача провести дорогу к танкеру, и эта задача выполнена. Вторым этапом, к которому мы подходим именно сегодня, - это обвалование. Принято решение обвалование делать с двух сторон. После окончания обвалования продолжится работа по подогреву оставшегося топлива и его выкачиванию"", - приводит пресс-служба ведомства слова Куренкова.  Отмечается, что решение об обваловании было принято с целью ""стабилизации положения корпуса судна и недопущения дальнейшего попадания мазута в открытое море"".  По итогам осмотра места крушения министр поручил ответственным лицам незамедлительно переходить к обвалованию танкера.  15 декабря в Керченском проливе потерпе"
383,"Нефть ускорила рост, Brent подорожала до $65,72 за баррель",Экономика,consumer_price_index;industrial_production_index;enterprises_count,life_expectancy;real_income_index,air_pollution,consumer_price_index;enterprises_count;industrial_production_index;real_income_index,,life_expectancy,air_pollution,,2,0,"Москва. 3 июня. INTERFAX.RU - Подъем нефтяных котировок вечером во вторник усилился.  Цена августовских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 17:53 по московскому времени повысилась на $1,09 (1,69%), до $65,72 за баррель.  Фьючерсы на нефть WTI на июль на Нью-Йоркской товарной бирже (NYMEX) подорожали к этому времени на $1,23 (1,97%), до $63,75 за баррель.  Рынок следит за развитием ситуации в канадской провинции Альберта, где нефтедобывающие компании резко сократили добычу из-за лесных пожаров. В результате пожаров приостановлена работа мощностей, на которые приходится добыча в размере порядка 350 тыс. баррелей в сутки, или 7% всего производства нефти в Канаде.  Поддержку котировкам также оказали сильные статданные по рынку труда США.  Количество открытых вакансий в Штатах в апреле увеличилось на 191 тыс. и составило 7,391 млн, говорится в отчете министерс"
273,КТК сообщил о повреждении выносного причала N2 в результате террористической атаки,В России,industrial_production_index;enterprises_count;crime_count,life_expectancy;mortality_rate,,air_pollution;crime_count;enterprises_count;industrial_production_index,,life_expectancy;mortality_rate,,air_pollution,2,1,"Как отметили в Каспийском трубопроводном консорциуме, дальнейшей эксплуатации он не подлежит  Москва. 29 ноября. INTERFAX.RU - Выносное причальное устройство N2 (ВПУ-2) Каспийского трубопроводного консорциума (КТК) в субботу получило значительные повреждения в результате целенаправленной террористической атаки безэкипажными катерами (БЭК), сообщает консорциум.  ""По введенному капитаном морского порта Новороссийск предписанию погрузочные операции и иные операции были прекращены, танкеры отведены за пределы акватории КТК. Пострадавших среди персонала КТК и подрядчиков не имеется. В момент взрыва ВПУ системы аварийной защиты обеспечили перекрытие соответствующих трубопроводов. Предварительно попадания нефти в акваторию Черного моря не произошло"", - говорится в сообщении .  Отмечается, что дальнейшая эксплуатация ВПУ-2 не представляется возможной. Отгрузки на терминале будут осуществляться в"
378,"Cochilco повысила прогноз цен на медь до $4,45 за фунт в 2025 году и до $4,55 в 2026 году",Экономика,consumer_price_index;industrial_production_index;enterprises_count,life_expectancy;real_income_index,,consumer_price_index;enterprises_count;industrial_production_index,,life_expectancy;real_income_index,,,2,0,"Москва. 26 ноября. INTERFAX.RU - Средняя цена меди в 2025 году составит $4,45 за фунт, в 2026 году - $4,55 за фунт, прогнозирует Чилийская госкомиссия по меди (Cochilco).  Ранее ожидалось $4,3 за фунт как в 2025, так и в 2026 году, напомнила комиссия.  Также прогнозируется, что цены на металл сохранят тенденцию к росту как минимум до 2030 года, поскольку предложение отстает от спроса, заявил координатор рынка горнодобывающей промышленности Cochilco Виктор Гарай. Он отметил, что при этом сохраняются такие риски, как изменение импортных пошлин и спроса.  Добыча меди в мире в 2025 году, как ожидается, составит 22,9 млн тонн, а в 2026 году увеличится до 23,8 млн тонн.  ""Корректировки прогноза цен на медь в сторону повышения на текущий и следующий годы обусловлены сокращением предложения меди на рынке, ожиданием снижения процентных ставок Федеральной резервной системой США, ослаблением америк"
65,Жители двух белгородских сел остались без света после атаки дронов ВСУ,В России,crime_count,life_expectancy;industrial_production_index;mortality_rate,,crime_count;housing_area_per_capita;life_expectancy,,industrial_production_index;mortality_rate,,housing_area_per_capita,2,1,"Москва. 23 февраля. INTERFAX.RU - - Два населённых пункта подверглись атакам украинских беспилотников, сообщил губернатор Белгородской области Вячеслав Гладков в своем телеграм-канале.  По предварительной информации, пострадавших нет.  Гладков сообщил, что в селе Берёзовка Борисовского района в результате атаки беспилотников повреждены автомобиль и линия электропередачи. На девяти улицах временно отсутствует электроснабжение.  В селе Рождественка Грайворонского округа после атаки дрона повреждена линия электропередачи, в связи с чем жители села временно остаются без света."
404,Российские производители мяса озабочены резким ростом импорта курятины из Китая,Экономика,consumer_price_index;enterprises_count,real_income_index;industrial_production_index,,consumer_price_index;enterprises_count;industrial_production_index;real_income_index;unemployment_rate,,,,unemployment_rate,0,1,"Москва. 20 января. INTERFAX.RU - Российские производители мяса, прежде всего свинины и курятины, озабочены резким ростом импорта мяса птицы из Китая, который произошел в 2025 году. Они считают, что за этой динамикой надо внимательно следить и своевременно реагировать на нее.  ""Тренд, о котором не могу сегодня не сказать, поскольку он начал играть все более серьезную роль, - это начавшийся обвальный импорт, обвальный в обратную сторону, относительно дешевой китайской курицы, а точнее филе грудки"", - заявил глава Национального союза свиноводов России Юрий Ковалев на конференции ""Агротренды России - 2026"".  По его словам, импорт растет огромными темпами. ""По итогам года мы ввезли уже более 110 тысяч тонн, примерно уже по 20 тысяч тонн в месяц. И если мы такими темпами продолжим это делать, то 200-250 тысяч тонн ввезенного такого постного филе равносильно полумиллиону тонн свинины в пересчет"
555,Президент РФ назвал пиратством атаки Украины на суда в Черном море,В России,crime_count,life_expectancy;industrial_production_index,enterprises_count,crime_count;industrial_production_index;mortality_rate,,life_expectancy,enterprises_count,mortality_rate,2,1,"Москва. 2 декабря. INTERFAX.RU - Президент РФ Владимир Путин назвал пиратством атаки Киева на суда в Чёрном море и пообещал жесткие ответные меры.  ""Какие ответные меры могут быть? Во-первых, мы расширим номенклатуру наших ударов по портовым сооружениям и кораблям, которые заходят в украинские порты"", - сказал во вторник Путин, отвечая на просьбу журналистов прокомментировать атаки Киева на суда в Чёрном море.  ""Второе: если это будет продолжаться, мы рассмотрим возможность - я не говорю, что мы будем это делать, но рассмотрим возможность - ответных мер в отношении судов тех стран, которые помогают Украине совершать эти пиратские акции"", - подчеркнул Путин.  Президент РФ отметил, что атаки совершаются даже не в нейтральных водах, а в особой экономической зоне третьего государства.  Он подчеркнул, что РФ и ранее отвечала на подобного рода акции, и эти ответы ""были гораздо более эффективны"
684,"УК сети клиник ""Мать и дитя"" ожидает в 2025 году роста выручки на 28%",Экономика,hospitals;qualified_doctors;enterprises_count,industrial_production_index,,enterprises_count;hospitals;qualified_doctors,,industrial_production_index,,,1,0,"Москва. 10 июня. INTERFAX.RU - МКПАО ""МД Медикал Груп"" (ГК ""МД Медикал"", МДМГ, управляет сетью клиник ""Мать и дитя"" ) рассчитывает по итогам 2025 года нарастить выручку на 28% - до 42-43 млрд рублей с учетом приобретенных в мае клиник ГК ""Эксперт"", заявила финансовый директор компании Ия Лукьянова в эфире Telegram-канала ""Газпромбанк Инвестиции"".  МДМГ в конце мая сообщила о покупке сети клиник ГК ""Эксперт"" за 8,5 млрд рублей. В периметр сделки входят 3 госпиталя и 18 клиник в 13 городах России общей площадью 33 595 кв. м.  По словам Лукьяновой, МДМГ планирует начать консолидировать клиники ""Эксперт"" в свою отчетность начиная с I полугодия 2025 года.  ""На 2025 год мы понимаем, что наша консолидированная выручка будет примерно 42-43 млрд рублей, потому что ""Эксперт"" добавляется с конца мая. И мы планируем наши темпы роста в диапазоне +15%, и ""Эксперт"" растет сопоставимо. В целом совокупно"
867,"""АвтоВАЗ"" снизил план продаж Lada в феврале на 15%",Экономика,industrial_production_index;enterprises_count,real_income_index,per_capita_income,consumer_price_index;enterprises_count;industrial_production_index;real_income_index,,,per_capita_income,consumer_price_index,1,1,"Москва. 17 февраля. INTERFAX.RU - Продажи Lada в России в феврале пока невелики, ""АвтоВАЗ"" снизил планы реализации на текущий месяц на 15%, рассчитывая достичь отметки примерно в 20 тысяч автомобилей, сообщил журналистам глава компании Максим Соколов на полях ""Недели российского бизнеса - 2026"".  ""Автостат"" ранее сообщал о снижении регистраций легковых Lada в России г/г в январе на 28,7%, до 19,7 тысячи штук. При этом общий объем авторынка в прошлом месяце эксперты агентства оценивали в 80,6 тысячи штук (-9,5% г/г). Как сообщил журналистам Соколов, объем отгрузок Lada в дилерскую сеть ""АвтоВАЗа"" в январе был сопоставимым с уровнем января 2025 года.  ""Позитивных комментариев с надеждами на начало 2026 года с точки зрения объемов авторынка и темпов продаж я не слышал. И, в общем-то, этот пессимизм себя оправдал. Январь мы прошли примерно так же, как январь 2025 года. Может быть, даже чуть "
204,Китай в ноябре неожиданно снизил импорт газа на фоне подорожания СПГ,Экономика,consumer_price_index;industrial_production_index,real_income_index,,consumer_price_index;enterprises_count;industrial_production_index,,real_income_index,,enterprises_count,1,1,"Москва. 20 января. INTERFAX.RU - Ноябрь в китайской газовой статистике обычно был месяцем пикового импорта и обновления рекордов. Однако в 2024 году показатели заметно уступили как историческим рекордам этого месяца, так и пришедшимся на летние месяцы внутригодовым максимумам 2024 года. Причина может быть в сезонном сокращении притока газа из Центральной Азии и подорожании СПГ.  В ноябре 2024 года общие поставки природного газа в Китай (по трубе и по морю) составили 15,03 млрд куб. м, что на 9% меньше, чем в том же месяце 2023 года (16,449 млрд куб. м - это был абсолютный рекорд месячного импорта для КНР). Внутри 2024 года были более внушительные цифры - 15,295 млрд куб. м в июле и 15,593 млрд куб. м в августе.  Газопроводы  Одна из причин изменения тенденции - сниженный объем поставок газа по трубопроводам. Прием газа через эту сеть составил 5,735 млрд куб. м, что лишь на символические "
255,Представители России и Киргизии подписали изменения в протокол о развитии ВТС,В России,,hospitals,international_inflow;crime_count,hospitals;international_inflow;international_outflow;qualified_doctors,,,crime_count,international_outflow;qualified_doctors,1,2,"Москва. 26 ноября. INTERFAX.RU - В рамках государственного визита президента России Владимира Путина в Киргизию были подписаны изменения в протокол о развитии военно-технического сотрудничества стран.  ""Первый заместитель министра обороны Киргизской республики Тайбек Шаршеев и статс-секретарь заместитель директора федеральной службы по военно-техническому сотрудничеству ВТС РФ Михаил Бабич обменялись протоколом о внесении изменений в Договор между Киргизской республикой и Российской Федерацией по развитию военно-технического сотрудничества от 20 июня 2017 года"", - сообщил ведущий в ходе обмена подписанными документами.  Всего было подписано несколько документов, в том числе совместное заявление об углублении союзничества и стратегического партнерства.  Министерства экономики России и Киргизии подписали меморандум о сотрудничестве в сфере стратегического планирования.  Между кабинетом мин"
549,"""Газпром"" зафиксировал объем размещения флоатера на уровне 40 млрд рублей",Экономика,industrial_production_index;enterprises_count,,per_capita_income,enterprises_count,industrial_production_index,,per_capita_income,,2,0,"Москва. 21 ноября. INTERFAX.RU - ООО ""Газпром капитал"" зафиксировало объем размещения облигаций серии БО-003Р-07 со сроком обращения 3,5 года в размере 40 млрд рублей, сообщил ""Интерфаксу"" источник на финансовом рынке.  Сбор заявок на флоатер планируемым объемом от 20 млрд рублей прошел 21 ноября с 11:00 до 15:00.  По выпуску будут выплачиваться плавающие ежемесячные купоны, определяемые как сумма доходов за каждый день купонного периода, исходя из значения ключевой ставки Банка России плюс спред. При открытии книги заявок ориентир спреда составлял не выше 160 б.п., в ходе маркетинга ориентир один раз снижался, в финале составив 150 б.п.  Организаторами выступают Газпромбанк, Совкомбанк и Sber CIB. Поручитель - ПАО ""Газпром"" . Техразмещение запланировано на 26 ноября. Выпуск доступен для приобретения неквалифицированным инвесторам после тестирования, а также удовлетворяет требованиям по "
562,Трамп с Си Цзиньпином обсудили украинское урегулирование,В мире,consumer_price_index,real_income_index;industrial_production_index,,consumer_price_index;enterprises_count;industrial_production_index;international_inflow;international_outflow,,real_income_index,,enterprises_count;international_inflow;international_outflow,1,3,"Москва. 19 сентября. INTERFAX.RU - Президент США Дональд Трамп сообщил, что одной из тем его разговора с председателем КНР Си Цзиньпином была ситуация на Украине.  ""Мы добились успехов по многим важным вопросам, включая торговлю, фентанил, необходимость завершить войну между Россией и Украиной, одобрение соглашения по TikTok"", - написал он в соцсети Truth Social.  Трамп охарактеризовал разговор как ""очень продуктивный"" и ""очень хороший"" и пообещал, что снова поговорит по телефону с Си Цзиньпином.  Ранее Трамп заявил в интервью Fox News, что, по его мнению, Европа могла бы оказать на Китай давление для прекращения конфликта на Украине.  На прошлой неделе Financial Times сообщала, что Вашингтон намерен оказывать давление на страны G7 с целью убедить их повысить пошлины на товары из Китая и Индии, покупающих российскую нефть. Трамп в свою очередь заверял, что разрешению украинского кризиса "
723,Закон о штрафах до 500 тыс. руб. за продажу детям энергетиков принят Госдумой,В России,life_expectancy,industrial_production_index,crime_count,children_benefits;crime_count;life_expectancy,,industrial_production_index,,children_benefits,1,1,"Москва. 22 мая. INTERFAX.RU - Госдума в четверг приняла закон об установлении ответственности за продажу несовершеннолетним безалкогольных тонизирующих напитков.  Закон вводит административную ответственность за продажу несовершеннолетнему безалкогольных тонизирующих напитков (в том числе энергетических), предусмотрев за данное правонарушение следующие размеры штрафов: на граждан от 30 тыс. до 50 тыс. руб.; на должностных лиц - от 100 тыс. до 200 тыс. руб.; на юр. лиц - от 300 тыс. до 500 тыс. руб.  Дела о таких административных правонарушениях будут рассматривать руководители органов исполнительной власти субъектов РФ, осуществляющие региональный государственный контроль (надзор) в области продажи безалкогольных тонизирующих напитков (в том числе энергетических), и их заместители.  Также дела будут рассматривать должностные лица органов внутренних дел (полиции) - при непосредственном об"
