run_id,file_name,family,model,prompt,is_partial,n_news,n_rows,complete_36x_rows,json_errors,ensemble_op,ensemble_left,ensemble_right,threshold,threshold_value,scope,gold_pairs,pred_pairs,tp_pairs,fp_pairs_vs_scope,fn_pairs,mean_pred_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_precision,any_recall,any_f1,gold_news,pred_any_news,news_with_true_hit,true_hit_news_coverage,false_relevant_news,missed_all_scope_news,ranking
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.60,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.60,ensemble,,all,2010,22557,1796,20761,214,30.523680649526387,0.07962051691271002,0.8935323383084577,0.14621239874628567,0.1378127595671362,0.14101053330757912,0.9553450608930988,1.0,0.9771626297577855,706,739,678,0.9603399433427762,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.65,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.65,ensemble,,all,2010,22557,1796,20761,214,30.523680649526387,0.07962051691271002,0.8935323383084577,0.14621239874628567,0.1378127595671362,0.14101053330757912,0.9553450608930988,1.0,0.9771626297577855,706,739,678,0.9603399433427762,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.70,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.70,ensemble,,all,2010,22557,1796,20761,214,30.523680649526387,0.07962051691271002,0.8935323383084577,0.14621239874628567,0.1378127595671362,0.14101053330757912,0.9553450608930988,1.0,0.9771626297577855,706,739,678,0.9603399433427762,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.15__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.15,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.20__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.20,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.25__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.25,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.30__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.30,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.15__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.15,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.20__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.20,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.25__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.25,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.30__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.30,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19346,1687,17659,323,26.178619756427604,0.08720148867983045,0.8393034825870647,0.15798838733845288,0.14621619136131034,0.15089803641914318,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19347,1687,17660,323,26.179972936400542,0.08719698144415154,0.8393034825870647,0.15798098983939693,0.14619108327698543,0.1508931335931543,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.10__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.10,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19347,1687,17660,323,26.179972936400542,0.08719698144415154,0.8393034825870647,0.15798098983939693,0.14619108327698543,0.1508931335931543,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,all,2010,19347,1687,17660,323,26.179972936400542,0.08719698144415154,0.8393034825870647,0.15798098983939693,0.14619108327698543,0.1508931335931543,0.9553450608930988,1.0,0.9771626297577855,706,739,668,0.9461756373937678,33,0,all_ensemble_micro_recall
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.35__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.45,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.45,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.35__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.50,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.50,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.35__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.55,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.55,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.35__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.60,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.60,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.40__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.45,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.40,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.45,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.40__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.50,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.40,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.50,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.40__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.55,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.40,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.55,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.40__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.60,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.40,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.60,ensemble,,direct,243,276,152,124,91,1.1645569620253164,0.5507246376811594,0.6255144032921811,0.5857418111753372,0.39660760523588195,0.5451476793248945,0.7175141242937854,0.8639455782312925,0.7839506172839507,147,177,111,0.7551020408163265,50,20,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.45__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.45,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.45,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.45,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.45__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.50,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.45,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.50,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.45__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.55,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.45,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.55,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.45__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.60,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.45,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.60,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.50__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.45,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.50,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.45,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.50__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.50,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.50,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.50,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.50__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.55,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.50,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.55,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.50__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.60,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.50,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.60,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.55__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.45,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.45,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.55__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.50,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.50,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.55__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.55,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.55,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.55__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.60,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.60,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.60__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.45,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.45,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.60__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.50,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.50,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.60__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.55,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.55,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.60__al_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full_0.60,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_search237_full@0.60,ensemble,,direct,243,274,151,123,92,1.1561181434599157,0.551094890510949,0.6213991769547325,0.5841392649903289,0.3961205606225953,0.5423347398030942,0.7159090909090909,0.8571428571428571,0.7801857585139319,147,176,110,0.7482993197278912,50,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.45__ocial_signal_experiment_v4_prompt_think_false_gemma4_26b_ctx32k_tok8k_b1_search237_default,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.45,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_ctx32k_tok8k_b1_search237@default,ensemble,,direct,243,269,148,121,95,1.1350210970464134,0.550185873605948,0.6090534979423868,0.578125,0.39895396832542046,0.5576652601969059,0.7455621301775148,0.8571428571428571,0.7974683544303798,147,169,109,0.7414965986394558,43,21,direct_ensemble_micro_f1
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237_0.45__4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_ctx32k_tok8k_b1_search237_0.05,,pairwise_ensemble,mixed,mixed,False,237,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen35_9b_v5_b1_search237@0.45,v4_social_signal_experiment_v4_prompt_think_false_gemma4_26b_ctx32k_tok8k_b1_search237@0.05,ensemble,,direct,243,269,148,121,95,1.1350210970464134,0.550185873605948,0.6090534979423868,0.578125,0.39895396832542046,0.5576652601969059,0.7455621301775148,0.8571428571428571,0.7974683544303798,147,169,109,0.7414965986394558,43,21,direct_ensemble_micro_f1
