dataset_row_id,title,gold,pred,tp,fp,fn,n_fp,n_fn,n_gold,n_pred
558,Ведется опрос водителя фуры после атаки дронов в Иркутской области,life_expectancy;crime_count;mortality_rate,crime_count,crime_count,,life_expectancy;mortality_rate,0,2,3,1
749,Путин заявил о загрузке мощностей ОПК по максимуму,industrial_production_index;enterprises_count;crime_count,industrial_production_index,industrial_production_index,,crime_count;enterprises_count,0,2,3,1
771,"Патрушев предложил увеличить число портов в Арктике и на Дальнем Востоке, куда разрешен заход иностранных туристских судов",international_inflow;industrial_production_index;enterprises_count,international_inflow,international_inflow,,enterprises_count;industrial_production_index,0,2,3,1
24,Авария на водоканале оставила без воды около пяти тысяч жителей Саратова,life_expectancy;wastewater_discharge,population_size;hospitals;wastewater_discharge;mortality_rate,wastewater_discharge,hospitals;mortality_rate;population_size,life_expectancy,3,1,2,4
95,Военные заявили о продвижении в Запорожской и Днепропетровской областях,population_size,international_inflow;internal_arrivals;crime_count,,crime_count;internal_arrivals;international_inflow,population_size,3,1,1,3
16,Состояние пострадавших при ЧП в Курской области сотрудников РЖД удовлетворительное,life_expectancy;unemployment_rate;hospitals;industrial_production_index,life_expectancy;hospitals;industrial_production_index;wastewater_discharge;mortality_rate,hospitals;industrial_production_index;life_expectancy,mortality_rate;wastewater_discharge,unemployment_rate,2,1,4,5
84,Три человека погибли в аварии в Орловской области,life_expectancy;hospitals;mortality_rate;birth_rate_per_1000,life_expectancy;hospitals;children_benefits;crime_count;mortality_rate,hospitals;life_expectancy;mortality_rate,children_benefits;crime_count,birth_rate_per_1000,2,1,4,5
406,Жительница Грайворонского округа пострадала в результате атаки дрона,life_expectancy;industrial_production_index;crime_count;mortality_rate,life_expectancy;hospitals;crime_count;air_pollution;mortality_rate,crime_count;life_expectancy;mortality_rate,air_pollution;hospitals,industrial_production_index,2,1,4,5
442,Власти Кузбасса обсуждают с банками отсрочку гашения кредитов для угольщиков,per_capita_income;real_income_index;industrial_production_index;enterprises_count,per_capita_income;unemployment_rate;consumer_price_index;industrial_production_index;enterprises_count,enterprises_count;industrial_production_index;per_capita_income,consumer_price_index;unemployment_rate,real_income_index,2,1,4,5
684,"УК сети клиник ""Мать и дитя"" ожидает в 2025 году роста выручки на 28%",hospitals;qualified_doctors;industrial_production_index;enterprises_count,real_income_index;hospitals;consumer_price_index;industrial_production_index;enterprises_count,enterprises_count;hospitals;industrial_production_index,consumer_price_index;real_income_index,qualified_doctors,2,1,4,5
308,Пять жителей Горловки пострадали в результате боевых действий со стороны Украины,life_expectancy;crime_count;mortality_rate,international_inflow;hospitals;crime_count;mortality_rate,crime_count;mortality_rate,hospitals;international_inflow,life_expectancy,2,1,3,4
808,"Нанесён удар по заводу по производству БПЛА и энергообъектам, используемым в интересах ВПК Украины",life_expectancy;industrial_production_index;crime_count,industrial_production_index;enterprises_count;crime_count;air_pollution,crime_count;industrial_production_index,air_pollution;enterprises_count,life_expectancy,2,1,3,4
855,В России ожидают осуждения мировыми лидерами удара по селу в Херсонской области,life_expectancy;crime_count;mortality_rate,life_expectancy;hospitals;children_benefits;mortality_rate,life_expectancy;mortality_rate,children_benefits;hospitals,crime_count,2,1,3,4
107,Россия в 2025 году увеличила выручку от экспорта чая на 11%,industrial_production_index;enterprises_count,international_inflow;consumer_price_index;industrial_production_index,industrial_production_index,consumer_price_index;international_inflow,enterprises_count,2,1,2,3
421,"""Европлан"" может выплатить дивиденды за 9 месяцев в размере около 7 млрд руб.",per_capita_income;enterprises_count,consumer_price_index;industrial_production_index;enterprises_count,enterprises_count,consumer_price_index;industrial_production_index,per_capita_income,2,1,2,3
825,"ЗАЭС потеряла внешнее электроснабжение из-за отключения линии ""Днепровская""",industrial_production_index;enterprises_count,hospitals;consumer_price_index;industrial_production_index,industrial_production_index,consumer_price_index;hospitals,enterprises_count,2,1,2,3
906,"Мурашко заявил, что 25,4% населения РФ к 2030 г. составят люди в возрасте 60 лет и старше",population_size;hospitals,population_size;life_expectancy;qualified_doctors,population_size,life_expectancy;qualified_doctors,hospitals,2,1,2,3
93,"Минобороны РФ сообщило о продвижении группировки ""Восток"" в глубину обороны ВСУ",population_size,crime_count;mortality_rate,,crime_count;mortality_rate,population_size,2,1,1,2
359,"В ЕС призвали гарантировать Киеву отсутствие ограничений на военную поддержку, численность ВСУ",crime_count,international_inflow;international_outflow,,international_inflow;international_outflow,crime_count,2,1,1,2
613,Выборы в Госдуму в 2026 году будут проходить по новой схеме одномандатных округов,enterprises_count,international_inflow;internal_departures,,internal_departures;international_inflow,enterprises_count,2,1,1,2
720,Кремль принял к сведению заявление сенатора Грэма по санкциям против РФ,industrial_production_index,international_inflow;international_outflow,,international_inflow;international_outflow,industrial_production_index,2,1,1,2
753,"Politico сообщает, что в ЕС вряд ли откажутся от энергоносителей из РФ до 2027 г.",industrial_production_index,international_inflow;international_outflow,,international_inflow;international_outflow,industrial_production_index,2,1,1,2
957,МОК отменил ограничения для молодых спортсменов из России и Белоруссии,industrial_production_index,international_inflow;hospitals,,hospitals;international_inflow,industrial_production_index,2,1,1,2
959,"Журналистка ""Дождя"" Монгайт стала фигурантом дела о фейках о ВС РФ",enterprises_count,international_outflow;crime_count,,crime_count;international_outflow,enterprises_count,2,1,1,2
413,"МЧС уточнило, что при опрокидывании ""вахтовки"" в Якутии погибли 13 человек",life_expectancy;hospitals;industrial_production_index;mortality_rate,life_expectancy;hospitals;crime_count;mortality_rate,hospitals;life_expectancy;mortality_rate,crime_count,industrial_production_index,1,1,4,4
701,Росприроднадзор допустил взыскание ущерба от утечки мазута в Керченском проливе через суд,crime_count;air_pollution;wastewater_discharge,hospitals;air_pollution;wastewater_discharge,air_pollution;wastewater_discharge,hospitals,crime_count,1,1,3,3
243,ЦБ не ждет проблем на валютном рынке из-за санкций против крупнейших экспортеров,industrial_production_index;enterprises_count,consumer_price_index;industrial_production_index,industrial_production_index,consumer_price_index,enterprises_count,1,1,2,2
262,"Военные РФ заявили, что комплексом ""Искандер"" нанесен удар ВСУ в Сумской области",enterprises_count;crime_count,industrial_production_index;crime_count,crime_count,industrial_production_index,enterprises_count,1,1,2,2
655,"Лондон продлил лицензию на операции с зарубежными дочками ""ЛУКОЙЛа"" до 25 августа",industrial_production_index;enterprises_count,international_outflow;enterprises_count,enterprises_count,international_outflow,industrial_production_index,1,1,2,2
757,БПЛА атаковал автомобиль председателя белгородского избиркома,life_expectancy;crime_count,hospitals;crime_count,crime_count,hospitals,life_expectancy,1,1,2,2
863,"Министры ОПЕК+ и ""восьмерки"" подтвердили ранее принятые решения об уровнях добычи на 2026 г. и I кв.",industrial_production_index;enterprises_count,consumer_price_index;industrial_production_index,industrial_production_index,consumer_price_index,enterprises_count,1,1,2,2
56,Российские ледоколы помогают финским судам в Финском заливе,enterprises_count,international_inflow,,international_inflow,enterprises_count,1,1,1,1
57,"Резкое понижение температуры произойдет в регионах Поволжья, Урала и запада Сибири",consumer_price_index,air_pollution,,air_pollution,consumer_price_index,1,1,1,1
96,Сложная погода прогнозируется в регионах Дальнего Востока,wastewater_discharge,air_pollution,,air_pollution,wastewater_discharge,1,1,1,1
167,Авиация НАТО проводит в Эстонии учения на малой высоте,crime_count,international_inflow,,international_inflow,crime_count,1,1,1,1
234,"РСТ заявил, что обострение конфликта между Таиландом и Камбоджей не повлияло на отдых россиян",industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,1,1
370,"Российские дальние бомбардировщики Ту-22М3 нанесли удар в ходе учения ""Запад-2025""",crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,1,1
423,Песков заявил о готовности РФ содействовать переговорам по иранскому ядерному досье,crime_count,international_inflow,,international_inflow,crime_count,1,1,1,1
430,"Рубио заявил, что сроки и место возможной встречи Трампа и Путина не определены",crime_count,international_inflow,,international_inflow,crime_count,1,1,1,1
432,Крикалев выразил надежду на дальнейшее сотрудничество с США по космосу,enterprises_count,international_inflow,,international_inflow,enterprises_count,1,1,1,1
479,"Россияне в 2024 г. подали 606 тыс. заявлений на шенгенские визы, доля отказов - 7,5%",international_outflow,international_inflow,,international_inflow,international_outflow,1,1,1,1
484,"В Кремле надеются, что заявления о ядерных испытаниях не скажутся на отношениях с США",crime_count,international_inflow,,international_inflow,crime_count,1,1,1,1
522,Операция против Ирана может помешать международным спортивным мероприятиям,enterprises_count,international_outflow,,international_outflow,enterprises_count,1,1,1,1
570,"Лавров отметил важность инициатив, запущенных в ходе председательств РФ и Бразилии в БРИКС",industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,1,1
583,Бельгия не поддержит идею использовать замороженные активы РФ без распределения рисков,consumer_price_index,international_outflow,,international_outflow,consumer_price_index,1,1,1,1
607,"Проект закона о наказании для водителей за ""лекарственное опьянение"" принят в I чтении",hospitals,crime_count,,crime_count,hospitals,1,1,1,1
714,Путин назвал бредом сообщения о планах России напасть на Европу,consumer_price_index,international_outflow,,international_outflow,consumer_price_index,1,1,1,1
775,В Кремле заявили о нежелании Киева продолжать переговоры,enterprises_count,international_outflow,,international_outflow,enterprises_count,1,1,1,1
968,Моди приветствует стремление Трампа урегулировать украинский конфликт,crime_count,international_inflow,,international_inflow,crime_count,1,1,1,1
338,"""Уралмашзавод"" за 9 месяцев увеличил чистую прибыль по РСБУ в 2,4 раза",per_capita_income;real_income_index;industrial_production_index;enterprises_count,per_capita_income;industrial_production_index;enterprises_count,enterprises_count;industrial_production_index;per_capita_income,,real_income_index,0,1,4,3
625,Женщина ранена в Брянской области после атаки БПЛА,life_expectancy;hospitals;crime_count;mortality_rate,life_expectancy;hospitals;crime_count,crime_count;hospitals;life_expectancy,,mortality_rate,0,1,4,3
240,"Оборот ювелирного холдинга Sokolov в 2024 году вырос на 34%, до 68,1 млрд рублей",consumer_price_index;industrial_production_index;enterprises_count,industrial_production_index;enterprises_count,enterprises_count;industrial_production_index,,consumer_price_index,0,1,3,2
255,Представители России и Киргизии подписали изменения в протокол о развитии ВТС,international_inflow;hospitals;crime_count,international_inflow;hospitals,hospitals;international_inflow,,crime_count,0,1,3,2
593,Нефтяные компании передумали строить НПЗ в Ненецком автономном округе,industrial_production_index;enterprises_count;air_pollution,industrial_production_index;enterprises_count,enterprises_count;industrial_production_index,,air_pollution,0,1,3,2
686,Нигерия планирует закупить у России сельхозтехнику на более чем 10 млрд рублей,consumer_price_index;industrial_production_index;enterprises_count,industrial_production_index;enterprises_count,enterprises_count;industrial_production_index,,consumer_price_index,0,1,3,2
689,Здание больницы в калужском Козельске повреждено в результате атаки БПЛА,life_expectancy;hospitals;crime_count,hospitals;crime_count,crime_count;hospitals,,life_expectancy,0,1,3,2
704,"Парламент Египта одобрил присуждение ""ЛУКОЙЛу"" двух концессий",consumer_price_index;industrial_production_index;enterprises_count,industrial_production_index;enterprises_count,enterprises_count;industrial_production_index,,consumer_price_index,0,1,3,2
799,Окна жилых домов повреждены обломками БПЛА в Курске,life_expectancy;housing_area_per_capita;crime_count,housing_area_per_capita;crime_count,crime_count;housing_area_per_capita,,life_expectancy,0,1,3,2
850,"Котировки Brent стабилизировались около $63,4 за баррель",consumer_price_index;industrial_production_index;enterprises_count,consumer_price_index;industrial_production_index,consumer_price_index;industrial_production_index,,enterprises_count,0,1,3,2
898,"Финтех-подразделение Ozon разместит ЦФА на 1,5 млрд рублей",consumer_price_index;industrial_production_index;enterprises_count,consumer_price_index;enterprises_count,consumer_price_index;enterprises_count,,industrial_production_index,0,1,3,2
978,"Brent торгуется у $65,84 за баррель",real_income_index;consumer_price_index;industrial_production_index,consumer_price_index;industrial_production_index,consumer_price_index;industrial_production_index,,real_income_index,0,1,3,2
352,Дюмин предложил пересмотреть некоторые механизмы поддержки участников СВО,international_inflow;per_capita_income,international_inflow,international_inflow,,per_capita_income,0,1,2,1
591,Французская судоходная CMA CGM купила долю в американском производителе биогаза,industrial_production_index;enterprises_count,industrial_production_index,industrial_production_index,,enterprises_count,0,1,2,1
706,Отчет о конкурсном производстве должны публиковать в течение 10 дней с момента решения суда о его завершении,industrial_production_index;enterprises_count,enterprises_count,enterprises_count,,industrial_production_index,0,1,2,1
839,Росфинмониторинг внес Леонида Гозмана в перечень террористов и экстремистов,enterprises_count;crime_count,crime_count,crime_count,,enterprises_count,0,1,2,1
891,"Грузооборот морских портов РФ в январе сократился на 7% г/г, до 67 млн тонн",consumer_price_index;industrial_production_index,industrial_production_index,industrial_production_index,,consumer_price_index,0,1,2,1
19,ЕГЭ по истории в ближайшие два года не планируют делать обязательным для поступления в вузы,unemployment_rate,,,,unemployment_rate,0,1,1,0
35,"Кремль не стал конкретизировать, какие документы привез Дмитриев после переговоров в Майами",crime_count,,,,crime_count,0,1,1,0
358,Путин встретится с главой Сбербанка,enterprises_count,,,,enterprises_count,0,1,1,0
335,Мурманский губернатор предупредил о трудностях регионов Арктики после повышения МРОТ,per_capita_income,international_outflow;per_capita_income;unemployment_rate;living_wage;housing_area_per_capita;consumer_price_index,per_capita_income,consumer_price_index;housing_area_per_capita;international_outflow;living_wage;unemployment_rate,,5,0,1,6
17,Работающие россияне смогут получить налоговый вычет за оплату спортивных занятий родителям,per_capita_income,per_capita_income;child_living_wage;children_benefits;consumer_price_index,per_capita_income,child_living_wage;children_benefits;consumer_price_index,,3,0,1,4
568,Правительство выделит 2 млрд рублей на системы здравоохранения регионов,hospitals,life_expectancy;hospitals;outpatient_clinics;housing_area_per_capita,hospitals,housing_area_per_capita;life_expectancy;outpatient_clinics,,3,0,1,4
872,Глава МАГАТЭ попросил о временном прекращении огня для устранения ущерба на ЗАЭС,industrial_production_index,life_expectancy;industrial_production_index;crime_count;air_pollution,industrial_production_index,air_pollution;crime_count;life_expectancy,,3,0,1,4
353,Три украинских дрона были сбиты над Мурманской областью,crime_count,international_outflow;crime_count;mortality_rate,crime_count,international_outflow;mortality_rate,,2,0,1,3
816,Временные ограничения в аэропорту Нижнего Новгорода сняты,industrial_production_index,international_inflow;internal_departures;industrial_production_index,industrial_production_index,internal_departures;international_inflow,,2,0,1,3
512,На платформе подтверждения ИТ-компетенций получены уже более 36 тыс. сертификатов,,unemployment_rate;enterprises_count,,enterprises_count;unemployment_rate,,2,0,0,2
609,Путин напомнил о важности данных разведки для принятия решений властями РФ,,international_outflow;crime_count,,crime_count;international_outflow,,2,0,0,2
949,В результате ДТП в Египте погибла российская туристка,life_expectancy;hospitals;mortality_rate,international_inflow;life_expectancy;hospitals;mortality_rate,hospitals;life_expectancy;mortality_rate,international_inflow,,1,0,3,4
97,Цивилев заявил об обсуждении вхождения Китая в СПГ-проекты в РФ на саммите в Кремле,industrial_production_index;enterprises_count,international_inflow;industrial_production_index;enterprises_count,enterprises_count;industrial_production_index,international_inflow,,1,0,2,3
990,"""ФосАгро"" во II квартале увеличила скорректированную EBITDA на 28% до 50 млрд руб.",industrial_production_index;enterprises_count,per_capita_income;industrial_production_index;enterprises_count,enterprises_count;industrial_production_index,per_capita_income,,1,0,2,3
61,Глава комитета Госдумы Боярский призвал РКН не допустить распространения видео и фото с трагедией в Одинцове,crime_count,crime_count;air_pollution,crime_count,air_pollution,,1,0,1,2
284,Очереди автомашин перед Крымским мостом устранены,international_inflow,international_inflow;internal_departures,international_inflow,internal_departures,,1,0,1,2
441,Минобороны сообщило о трех сбитых дронах над Крымом,crime_count,international_inflow;crime_count,crime_count,international_inflow,,1,0,1,2
721,Росреестр напомнил об изменении с марта порядка регистрации сделок с землей,housing_area_per_capita,housing_area_per_capita;crime_count,housing_area_per_capita,crime_count,,1,0,1,2
728,Ограничения в аэропорту Калуги сняты,industrial_production_index,internal_arrivals;industrial_production_index,industrial_production_index,internal_arrivals,,1,0,1,2
755,МосБиржа в марте 2026 года изменит время клиринга на срочном рынке,enterprises_count,industrial_production_index;enterprises_count,enterprises_count,industrial_production_index,,1,0,1,2
769,"В ""СИБУРе"" ждут удачного момента для проведения IPO",enterprises_count,industrial_production_index;enterprises_count,enterprises_count,industrial_production_index,,1,0,1,2
778,Число сбитых на подлете к Москве БПЛА увеличилось до 19,crime_count,crime_count;air_pollution,crime_count,air_pollution,,1,0,1,2
813,Глава Минобрнауки отметил дефицит квалифицированных кадров в СМИ,qualified_doctors,unemployment_rate;qualified_doctors,qualified_doctors,unemployment_rate,,1,0,1,2
41,Россия и Китай проведут в начале августа военные учения в Японском море,,international_inflow,,international_inflow,,1,0,0,1
49,Путин поздравил Лукашенко с днем рождения,,international_inflow,,international_inflow,,1,0,0,1
76,Уиткофф и Кушнер в субботу отправятся в Израиль на встречу с Нетаньяху,,international_inflow,,international_inflow,,1,0,0,1
106,"Кремль отметил, что рассматривает Стамбул как место для продолжения переговоров с Киевом",,international_inflow,,international_inflow,,1,0,0,1
455,Лавров встретился с главами МИД Кубы и Доминиканы,,international_inflow,,international_inflow,,1,0,0,1
577,Морской пассажирский транспорт возобновил работу в Севастополе,,international_inflow,,international_inflow,,1,0,0,1
632,Путин в четверг примет главу ЦИК,,international_inflow,,international_inflow,,1,0,0,1
