dataset_row_id,title,url,true_factors,pred_factors,tp_factors,fp_factors,fn_factors,true_count,pred_count,sample_f1,sample_jaccard,needs_review
530,"В Германии могут внести поправки, позволяющие сбивать неидентифицированные дроны",https://www.interfax.ru/world/1051529,crime_count,,,,crime_count,1,0,0.0,0.0,True
534,Банк Японии допустил негативное влияние тарифной политики США на рост японской экономики,https://www.interfax.ru/world/1021350,industrial_production_index,consumer_price_index,,consumer_price_index,industrial_production_index,1,1,0.0,0.0,True
535,"Землетрясение магнитудой 5,9 произошло в Индонезии",https://www.interfax.ru/world/1018008,mortality_rate,,,,mortality_rate,1,0,0.0,0.0,True
536,В Ростовской области отразили атаку беспилотников,https://www.interfax.ru/russia/1054648,crime_count,,,,crime_count,1,0,0.0,0.0,True
538,Россия не будет менять преференции для отечественных компаний при возвращении иностранных,https://www.interfax.ru/russia/1010030,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
549,"""Газпром"" зафиксировал объем размещения флоатера на уровне 40 млрд рублей",https://www.interfax.ru/business/1059247,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
553,"Международный аэропорт Каракаса и военная база ""Форт-Тиуна"" подверглись атакам",https://www.interfax.ru/world/1066175,crime_count,,,,crime_count,1,0,0.0,0.0,True
555,Президент РФ назвал пиратством атаки Украины на суда в Черном море,https://www.interfax.ru/russia/1061087,crime_count,,,,crime_count,1,0,0.0,0.0,True
557,Совет государств Персидского залива принял решение об общих оборонительных мерах,https://www.interfax.ru/world/1047471,crime_count,,,,crime_count,1,0,0.0,0.0,True
562,Трамп с Си Цзиньпином обсудили украинское урегулирование,https://www.interfax.ru/world/1048238,crime_count,,,,crime_count,1,0,0.0,0.0,True
569,Суд заменил девелоперу Худояну неотбытый срок в колонии исправительными работами,https://www.interfax.ru/russia/1047818,crime_count,,,,crime_count,1,0,0.0,0.0,True
572,В Роспотребнадзоре назвали стабильной ситуацию с менингококковой инфекцией в РФ,https://www.interfax.ru/russia/1036559,life_expectancy,mortality_rate,,mortality_rate,life_expectancy,1,1,0.0,0.0,True
574,"Землетрясение магнитудой 5,6 зарегистрировано на Соломоновых островах",https://www.interfax.ru/world/1004763,mortality_rate,,,,mortality_rate,1,0,0.0,0.0,True
575,"Совфед одобрил закон, регламентирующий порядок изъятия криптовалюты в уголовных делах",https://www.interfax.ru/russia/1073369,crime_count,,,,crime_count,1,0,0.0,0.0,True
576,"В Роспотребнадзоре заявили, что не выявили никаких ""ужасающих"" мутаций COVID-19",https://www.interfax.ru/russia/1064642,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
580,"""Аэрофлот"" вернулся к штатному расписанию после ограничений из-за беспилотников",https://www.interfax.ru/russia/1037534,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
592,Прямые иностранные инвестиции в мире упали на 11% в 2024 году,https://www.interfax.ru/world/1032095,enterprises_count,international_inflow,,international_inflow,enterprises_count,1,1,0.0,0.0,True
612,В Токио заявили об опасных маневрах истребителей КНР над Тихим океаном,https://www.interfax.ru/world/1030953,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
614,Российские военные сообщили об отражении двух контратак ВСУ в районе Купянска,https://www.interfax.ru/russia/1068217,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
617,Аэропорт Саратова возобновил работу,https://www.interfax.ru/russia/1062072,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
618,СМИ связали возможность отправки Британией и Францией военных на Украину с поддержкой США,https://www.interfax.ru/world/1010349,crime_count,,,,crime_count,1,0,0.0,0.0,True
619,"Аэропорт ""Жуковский"" временно не принимает и не отправляет рейсы",https://www.interfax.ru/russia/1027001,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
622,Главы МИД РФ и Венгрии обсудили двустороннюю повестку,https://www.interfax.ru/russia/1029154,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
623,Четыре человека погибли при пожаре в жилом комплексе в Гонконге,https://www.interfax.ru/world/1059986,mortality_rate,crime_count,,crime_count,mortality_rate,1,1,0.0,0.0,True
629,"""Новабев Групп"" в 2024 году снизила отгрузки алкогольной продукции на 4,2%",https://www.interfax.ru/business/1003181,industrial_production_index,enterprises_count,,enterprises_count,industrial_production_index,1,1,0.0,0.0,True
633,"Путин заявил, что РФ и Китай практически не используют в торговле евро и доллар",https://www.interfax.ru/russia/1044852,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
637,Число жертв авиаударов США по Йемену выросло до 19 человек,https://www.interfax.ru/world/1013876,mortality_rate,,,,mortality_rate,1,0,0.0,0.0,True
638,Четыре БПЛА уничтожены над Орловской областью,https://www.interfax.ru/russia/1066403,crime_count,,,,crime_count,1,0,0.0,0.0,True
639,Военные с 12:00 до 17:40 уничтожили 37 дронов ВСУ над шестью регионами,https://www.interfax.ru/russia/1037137,crime_count,,,,crime_count,1,0,0.0,0.0,True
646,Рефрижераторы с телами погибших военных для передачи Украине находятся под Брянском,https://www.interfax.ru/russia/1030200,mortality_rate,international_inflow,,international_inflow,mortality_rate,1,1,0.0,0.0,True
649,В ближайшие дни на 85-90% территории России будет теплее нормы,https://www.interfax.ru/russia/1002282,life_expectancy,air_pollution,,air_pollution,life_expectancy,1,1,0.0,0.0,True
657,Поиски пропавшего вертолета возобновились в Хабаровском крае,https://www.interfax.ru/world/1036188,life_expectancy,crime_count,,crime_count,life_expectancy,1,1,0.0,0.0,True
662,Суд запретил в РФ деятельность разработчика игры World of Tanks,https://www.interfax.ru/russia/1029350,crime_count,enterprises_count,,enterprises_count,crime_count,1,1,0.0,0.0,True
670,Трамп и Рамафоса поспорили о ситуации с белыми землевладельцами в ЮАР,https://www.interfax.ru/world/1026999,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
673,В США министра внутренней безопасности проверят после убийств в Миннесоте,https://www.interfax.ru/world/1069741,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
675,ЦБ РФ обсудит с банками создание помощников на базе ИИ для сложных продуктов,https://www.interfax.ru/business/1052009,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
696,В Минфине сравнили состояние фондового рынка России со сжатой пружиной,https://www.interfax.ru/business/1061224,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
697,Выездной туризм из России на майские праздники вырос на 30%,https://www.interfax.ru/russia/1026062,per_capita_income,international_inflow,,international_inflow,per_capita_income,1,1,0.0,0.0,True
699,RTX в III квартале увеличила чистую прибыль на 30% и повысила прогноз на 2025 год,https://www.interfax.ru/world/1053834,industrial_production_index,enterprises_count,,enterprises_count,industrial_production_index,1,1,0.0,0.0,True
702,Аэропортам хотят запретить компенсировать скидки авиакомпаниям за счет сборов с операторов,https://www.interfax.ru/russia/1076249,consumer_price_index,industrial_production_index,,industrial_production_index,consumer_price_index,1,1,0.0,0.0,True
706,Отчет о конкурсном производстве должны публиковать в течение 10 дней с момента решения суда о его завершении,https://www.interfax.ru/russia/1005530,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
721,Росреестр напомнил об изменении с марта порядка регистрации сделок с землей,https://www.interfax.ru/russia/1007591,housing_area_per_capita,,,,housing_area_per_capita,1,0,0.0,0.0,True
723,Закон о штрафах до 500 тыс. руб. за продажу детям энергетиков принят Госдумой,https://www.interfax.ru/russia/1027128,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
728,Ограничения в аэропорту Калуги сняты,https://www.interfax.ru/russia/1038507,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
733,"Китай введет пошлины на поставки свинины из ЕС в размере до 62,4% с 10 сентября",https://www.interfax.ru/world/1045863,consumer_price_index,international_inflow,,international_inflow,consumer_price_index,1,1,0.0,0.0,True
736,Канадская Allied Gold продаст 12% акций и 50% в золотых рудниках Мали инвестору из ОАЭ,https://www.interfax.ru/world/1010948,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
745,"Пошлина на экспорт пшеницы из РФ с 12 марта повысится на 12,2%",https://www.interfax.ru/business/1012596,industrial_production_index,consumer_price_index,,consumer_price_index,industrial_production_index,1,1,0.0,0.0,True
747,Суд оставил в силе приговор и.о. вице-премьера Башкирии Марзаеву,https://www.interfax.ru/russia/1073728,crime_count,,,,crime_count,1,0,0.0,0.0,True
750,HSBC сократил доналоговую прибыль во II квартале на 29%,https://www.interfax.ru/business/1038744,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
753,"Politico сообщает, что в ЕС вряд ли откажутся от энергоносителей из РФ до 2027 г.",https://www.interfax.ru/world/1047544,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
754,Ограничения сняты в аэропорту Тамбова,https://www.interfax.ru/russia/1055902,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
755,МосБиржа в марте 2026 года изменит время клиринга на срочном рынке,https://www.interfax.ru/business/1056411,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
756,Греф заявил о прекращении роста безналичных платежей из-за налоговых новаций,https://www.interfax.ru/business/1074824,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
758,ВС Таиланда пообещали не допустить эскалации на границе с Камбоджей,https://www.interfax.ru/world/1074384,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
764,Литва пригрозила Белоруссии повторным закрытием границы,https://www.interfax.ru/world/1070023,international_inflow,international_outflow,,international_outflow,international_inflow,1,1,0.0,0.0,True
765,РФ рассчитывает на расширение научно-технического сотрудничества с Индией в сфере АПК,https://www.interfax.ru/russia/1061447,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
767,Крупнейшая товарная биржа Индии столкнулась с самой продолжительной в своей истории приостановкой торгов,https://www.interfax.ru/world/1055187,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
768,"Авария произошла на магистральной линии ""Ростелекома"" в Карелии",https://www.interfax.ru/russia/1064701,enterprises_count,international_outflow,,international_outflow,enterprises_count,1,1,0.0,0.0,True
769,"В ""СИБУРе"" ждут удачного момента для проведения IPO",https://www.interfax.ru/business/1026609,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
770,В Новошахтинске при пожаре в торговом центре погибли как минимум два человека,https://www.interfax.ru/russia/1037847,mortality_rate,crime_count,,crime_count,mortality_rate,1,1,0.0,0.0,True
772,"Доля прибыльных хозяйств в растениеводстве и животноводстве в I квартале выросла до 79,4%",https://www.interfax.ru/business/1029610,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
777,Трамп объявил о снятии блокады воздушного пространства Венесуэлы,https://www.interfax.ru/world/1070198,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
778,Число сбитых на подлете к Москве БПЛА увеличилось до 19,https://www.interfax.ru/russia/1072916,crime_count,,,,crime_count,1,0,0.0,0.0,True
781,Начальные классы перевели на дистант из-за морозов в Воронеже,https://www.interfax.ru/russia/1070514,preschool_coverage,,,,preschool_coverage,1,0,0.0,0.0,True
783,Ставки по ипотеке в США слабо выросли впервые за четыре недели,https://www.interfax.ru/world/1043121,primary_housing_price_index,consumer_price_index;real_income_index,,consumer_price_index;real_income_index,primary_housing_price_index,1,2,0.0,0.0,True
785,Goldman Sachs понизил прогноз S&P 500 на конец года до 6200 с 6500 пунктов,https://www.interfax.ru/world/1013230,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
788,Временные ограничения сняты в аэропорту Котласа,https://www.interfax.ru/russia/1059119,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
791,"Самозапрет на кредиты оформили на ""Госуслугах"" 13,5 млн россиян",https://www.interfax.ru/russia/1037698,per_capita_income,consumer_price_index,,consumer_price_index,per_capita_income,1,1,0.0,0.0,True
797,Белоусов назвал главной угрозой Центральной Азии афганские радикальные группировки,https://www.interfax.ru/russia/1028214,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
801,"Сбербанк в ноябре нарастил корпоративные кредиты по РСБУ на 0,4%",https://www.interfax.ru/business/1062146,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
804,Уолл-стрит закрылась в плюсе в пятницу,https://www.interfax.ru/business/1055895,enterprises_count,consumer_price_index;unemployment_rate,,consumer_price_index;unemployment_rate,enterprises_count,1,2,0.0,0.0,True
806,В НАТО запросили от ФРГ 40 тыс. солдат для укрепления обороны альянса,https://www.interfax.ru/world/1028414,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
810,"Банк Англии считает, что действия Трампа могут негативно повлиять на финстабильность в Британии",https://www.interfax.ru/world/1068560,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
811,"Минэнерго подало иск о приостановке корпправ у кипрского совладельца ""РН-Холдинга"" из перечня ЭЗО",https://www.interfax.ru/business/1026324,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
813,Глава Минобрнауки отметил дефицит квалифицированных кадров в СМИ,https://www.interfax.ru/russia/1070997,unemployment_rate,qualified_doctors,,qualified_doctors,unemployment_rate,1,1,0.0,0.0,True
814,"Китайская Anta Sports покупает 29% акций Puma за 1,5 млрд евро",https://www.interfax.ru/business/1069634,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
816,Временные ограничения в аэропорту Нижнего Новгорода сняты,https://www.interfax.ru/russia/1038287,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
817,"Директор Нацразведки США видит угрозу в сотрудничестве КНР, России, Ирана и КНДР",https://www.interfax.ru/world/1016482,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
819,"Трамп считает, что низкие цены на нефть побудят РФ пойти на перемирие на Украине",https://www.interfax.ru/world/1033717,consumer_price_index,,,,consumer_price_index,1,0,0.0,0.0,True
820,В Брянской области реактивный снаряд повредил мост,https://www.interfax.ru/russia/1018341,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
823,Венгрия не намерена участвовать в инициативах ЕС по использованию российских активов,https://www.interfax.ru/world/1050522,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
824,Правительство Литвы не планирует снова закрывать границу с Белоруссией,https://www.interfax.ru/world/1060941,international_inflow,international_outflow,,international_outflow,international_inflow,1,1,0.0,0.0,True
825,"ЗАЭС потеряла внешнее электроснабжение из-за отключения линии ""Днепровская""",https://www.interfax.ru/russia/1034648,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
827,"В России с 1 апреля на 4,5% проиндексируют размеры финансовой помощи пострадавшим в ЧС",https://www.interfax.ru/russia/1017261,per_capita_income,consumer_price_index,,consumer_price_index,per_capita_income,1,1,0.0,0.0,True
828,Минобороны РФ сообщило о поражении утром 6 БПЛА над Брянской и Курской областями,https://www.interfax.ru/russia/1061830,crime_count,,,,crime_count,1,0,0.0,0.0,True
830,"Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 0,9%",https://www.interfax.ru/business/1030506,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
831,Землетрясение произошло в Краснодарском крае,https://www.interfax.ru/russia/1071897,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
833,Аэропорт Саратова приостановил работу,https://www.interfax.ru/russia/1073322,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
834,"Главы МИД стран ""евротройки"" призвали прекратить угрозы в адрес главы МАГАТЭ",https://www.interfax.ru/world/1033788,crime_count,,,,crime_count,1,0,0.0,0.0,True
836,РФ может вновь продлить обязательную продажу части валютной выручки на год,https://www.interfax.ru/business/1011918,enterprises_count,international_outflow,,international_outflow,enterprises_count,1,1,0.0,0.0,True
840,Застрявшие в Белоруссии фуры начали выезжать в Литву,https://www.interfax.ru/world/1059490,industrial_production_index,international_outflow,,international_outflow,industrial_production_index,1,1,0.0,0.0,True
845,Фьючерс на Nasdaq подешевел на 3% вслед за акциями чипмейкеров,https://www.interfax.ru/business/1004832,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
848,Фондовые индексы США завершили торги снижением,https://www.interfax.ru/business/1049406,enterprises_count,secondary_housing_price_index;unemployment_rate,,secondary_housing_price_index;unemployment_rate,enterprises_count,1,2,0.0,0.0,True
850,"Котировки Brent стабилизировались около $63,4 за баррель",https://www.interfax.ru/business/1020457,consumer_price_index,,,,consumer_price_index,1,0,0.0,0.0,True
853,В США цены производителей в апреле упали максимально за 5 лет,https://www.interfax.ru/world/1025869,consumer_price_index,industrial_production_index,,industrial_production_index,consumer_price_index,1,1,0.0,0.0,True
857,"Российские военные применили в ДНР против ВСУ роботизированный комплекс ""Крот""",https://www.interfax.ru/russia/1017392,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
861,Рынок акций РФ поднялся к 3020 п. по индексу МосБиржи после локальной коррекции,https://www.interfax.ru/business/1007415,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
862,"Британские истребители присоединятся к операции НАТО ""Восточный страж"" в Польше",https://www.interfax.ru/world/1047475,crime_count,,,,crime_count,1,0,0.0,0.0,True
869,США перебросили в Европу два бомбардировщика B-52H,https://www.interfax.ru/world/1007464,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
873,"Трамп считает, что Иран ответственен за обострение на Ближнем Востоке",https://www.interfax.ru/world/1018538,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
882,"Пошлина на экспорт пшеницы из РФ с 25 июня снижается в 2,3 раза",https://www.interfax.ru/russia/1032971,industrial_production_index,consumer_price_index,,consumer_price_index,industrial_production_index,1,1,0.0,0.0,True
885,Пленум ЦК КПК: эффективный рынок с деятельным правительством и снятие ряда генералов с должностей,https://www.interfax.ru/world/1055029,industrial_production_index,enterprises_count,,enterprises_count,industrial_production_index,1,1,0.0,0.0,True
887,В ЕС предложили создать фонд добровольной военной помощи Украине,https://www.interfax.ru/world/1013629,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
888,Европейские рынки акций не показали единой динамики во вторник,https://www.interfax.ru/world/1052666,enterprises_count,consumer_price_index;unemployment_rate,,consumer_price_index;unemployment_rate,enterprises_count,1,2,0.0,0.0,True
890,Количество пострадавших в ДТП в Тульской области увеличилось до 14,https://www.interfax.ru/russia/1066254,life_expectancy,hospitals,,hospitals,life_expectancy,1,1,0.0,0.0,True
893,"Суд изберет меру пресечения основателю и экс-директору холдинга ""Русагро""",https://www.interfax.ru/russia/1016770,crime_count,enterprises_count,,enterprises_count,crime_count,1,1,0.0,0.0,True
894,Калужский аэропорт временно не принимает самолеты,https://www.interfax.ru/russia/1067006,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
895,"Птицефабрика ""Окское"" в 2024 году увеличила чистую прибыль в 1,5 раза",https://www.interfax.ru/russia/1018810,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
910,Байден обвинил ХАМАС в препятствовании достижению соглашения по Газе,https://www.interfax.ru/world/1002199,crime_count,,,,crime_count,1,0,0.0,0.0,True
911,Индекс Мосбиржи опустился ниже 2800п из-за геополитической неопределенности,https://www.interfax.ru/business/1024097,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
916,Военные КНДР провели учения по запуску дальнобойных крылатых ракет,https://www.interfax.ru/world/1065575,crime_count,,,,crime_count,1,0,0.0,0.0,True
919,Военные РФ сообщили об уничтожении за сутки 124 дронов ВСУ,https://www.interfax.ru/russia/1066180,crime_count,,,,crime_count,1,0,0.0,0.0,True
920,В Екатеринбурге из-за сошедшего с рельсов трамвая образовался затор,https://www.interfax.ru/russia/1067113,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
922,"Минобороны России сообщило, что за сутки сбиты 370 дронов ВСУ",https://www.interfax.ru/russia/1065502,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
925,Банк России сохранил прогноз роста ВВП в 2025 году в интервале 1-2%,https://www.interfax.ru/business/1022772,industrial_production_index,consumer_price_index;unemployment_rate,,consumer_price_index;unemployment_rate,industrial_production_index,1,2,0.0,0.0,True
926,"Префы ""Татнефти"" подорожали на 4,3% на новости о рекомендации по дивидендам",https://www.interfax.ru/business/1020273,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
932,Минобороны РФ сообщило о взятии под контроль 24 зданий в Димитрове,https://www.interfax.ru/russia/1056812,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
934,"Курс биткойна достиг нового рекорда, превысив $118 тысяч",https://www.interfax.ru/business/1035694,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
938,Премьер Польши назвал задачей НАТО противостояние России,https://www.interfax.ru/world/1060585,crime_count,,,,crime_count,1,0,0.0,0.0,True
940,РСПП пока не ознакомлен с позицией правительства по деприватизации,https://www.interfax.ru/russia/1018249,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
941,Несколько украинских БПЛА уничтожены в Воронежской области,https://www.interfax.ru/russia/1027905,crime_count,air_pollution,,air_pollution,crime_count,1,1,0.0,0.0,True
945,Уолл-стрит упала на новых ИИ-опасениях,https://www.interfax.ru/world/1063873,enterprises_count,consumer_price_index,,consumer_price_index,enterprises_count,1,1,0.0,0.0,True
950,Режим беспилотной опасности объявили в Челябинской области,https://www.interfax.ru/russia/1052705,crime_count,,,,crime_count,1,0,0.0,0.0,True
956,Десятилетний максимум по числу магнитных бурь побит в 2025 году,https://www.interfax.ru/russia/1064821,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
958,"Аэропорты Внуково, Домодедово и Жуковский приостановили работу",https://www.interfax.ru/russia/1018201,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
959,"Журналистка ""Дождя"" Монгайт стала фигурантом дела о фейках о ВС РФ",https://www.interfax.ru/russia/1037312,crime_count,,,,crime_count,1,0,0.0,0.0,True
961,"Землетрясение магнитудой 5,9 произошло в Чили у границы с Аргентиной",https://www.interfax.ru/world/1021506,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
962,Акционеры МТС-банка утвердили дивиденды за 2024 год,https://www.interfax.ru/business/1033963,enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
964,Герасимов проинформировал Путина об освобождении 24 курских населенных пунктов,https://www.interfax.ru/russia/1013320,crime_count,,,,crime_count,1,0,0.0,0.0,True
966,Сводный индекс Stoxx Europe 600 обновил исторический максимум,https://www.interfax.ru/business/1006761,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
967,Аэропорт Волгограда вернулся к штатной работе,https://www.interfax.ru/russia/1054830,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
970,Количество задержанных поездов в Крым и обратно сократилось до четырех,https://www.interfax.ru/russia/1043507,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
974,"Четыре землетрясения магнитудой до 4,2 произошли у берегов Камчатки за сутки",https://www.interfax.ru/russia/1058753,life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
977,Иран ввел запрет на полеты на небольшой высоте над территорией страны,https://www.interfax.ru/world/1069391,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
980,Рынок акций РФ поднялся до 2685п по индексу МосБиржи на геополитических надеждах,https://www.interfax.ru/business/1059298,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
981,Число жертв землетрясения в Мьянме превысило 3 тыс. человек,https://www.interfax.ru/world/1018037,mortality_rate,,,,mortality_rate,1,0,0.0,0.0,True
982,Калужский аэропорт вновь закрыт для полетов,https://www.interfax.ru/russia/1054205,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
983,Аналитики Piper Sandler прогнозируют рост котировок Nvidia еще на 20%,https://www.interfax.ru/business/1042082,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
987,МИД Израиля подверг критике Лондон за санкции против двух министров,https://www.interfax.ru/world/1030686,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
988,ВСУ к концу месяца могут получить ракеты большой дальности по германо-украинскому проекту,https://www.interfax.ru/world/1035869,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
990,"""ФосАгро"" во II квартале увеличила скорректированную EBITDA на 28% до 50 млрд руб.",https://www.interfax.ru/business/1040192,enterprises_count,industrial_production_index,,industrial_production_index,enterprises_count,1,1,0.0,0.0,True
995,США облегчили компаниям условия поставки ПО для производства чипов в Китай,https://www.interfax.ru/world/1034240,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
996,Минобороны РФ сообщило о поражении девяти беспилотников ВСУ,https://www.interfax.ru/russia/1057474,crime_count,,,,crime_count,1,0,0.0,0.0,True
1000,Путин проводит совещание по развитию обстановки в зоне СВО,https://www.interfax.ru/russia/1065680,crime_count,,,,crime_count,1,0,0.0,0.0,True
2,Мозамбик пригласил российские компании добывать газ в стране,https://www.interfax.ru/world/1037462,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
5,Шторм в Великобритании и Ирландии привел к сбоям в работе транспортной системы,https://www.interfax.ru/world/1004448,,international_outflow,,international_outflow,,0,1,0.0,0.0,True
6,Консерватор Каст одержал победу на выборах президента Чили,https://www.interfax.ru/world/1063290,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
8,"Скидки на нефть Urals и ESPO в мае упали на $0,6-1 за баррель к апрелю",https://www.interfax.ru/business/1029111,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
11,Очереди из более чем 4 тысяч машин образовались перед Крымским мостом,https://www.interfax.ru/russia/1039596,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
18,Морской пассажирский транспорт возобновил работу в Севастополе,https://www.interfax.ru/russia/1064644,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
19,ЕГЭ по истории в ближайшие два года не планируют делать обязательным для поступления в вузы,https://www.interfax.ru/russia/1034913,,marriage_rate,,marriage_rate,,0,1,0.0,0.0,True
20,"Ограничения сняты в аэропортах Казани, Нижнекамска, Оренбурга, Перми и Ижевска",https://www.interfax.ru/russia/1075013,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
27,Морской пассажирский транспорт приостановил работу в Севастополе,https://www.interfax.ru/russia/1054712,,industrial_production_index,,industrial_production_index,,0,1,0.0,0.0,True
28,Судебные власти Франции разрешили Дурову на время переехать в Дубай,https://www.interfax.ru/world/1013848,,international_outflow,,international_outflow,,0,1,0.0,0.0,True
37,Песков отметил замедление в процессе нормализации отношений РФ и США,https://www.interfax.ru/russia/1038563,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
38,Рынок акций РФ в четверг сбавил темпы снижения благодаря заявлениям Путина,https://www.interfax.ru/business/1011220,,consumer_price_index,,consumer_price_index,,0,1,0.0,0.0,True
41,Россия и Китай проведут в начале августа военные учения в Японском море,https://www.interfax.ru/russia/1038772,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
45,"Уолтц уверен, что Зеленский скоро подпишет соглашение по редкоземельным металлам",https://www.interfax.ru/world/1010239,,international_inflow,,international_inflow,,0,1,0.0,0.0,True
